,0
0,"0    0.0
Name: 186, dtype: float64"
1,"0    0.0
Name: 1303, dtype: float64"
2,1.0
3,1.0
4,1.0
5,"0    0.0
Name: 1445, dtype: float64"
6,"0    0.0
Name: 1680, dtype: float64"
7,1.0
8,"0    0.0
Name: 159, dtype: float64"
9,"0    0.0
Name: 940, dtype: float64"
10,"0    0.0
Name: 584, dtype: float64"
11,"0    0.0
Name: 355, dtype: float64"
12,"0    0.0
Name: 608, dtype: float64"
13,1.0
14,1.0
15,"0    0.0
Name: 1657, dtype: float64"
16,1.0
17,"0    0.0
Name: 1253, dtype: float64"
18,"0    0.0
Name: 864, dtype: float64"
19,"0    0.0
Name: 288, dtype: float64"
20,1.0
21,1.0
22,"0    0.0
Name: 1614, dtype: float64"
23,"0    0.0
Name: 689, dtype: float64"
24,"0    0.0
Name: 536, dtype: float64"
25,"0    0.0
Name: 1635, dtype: float64"
26,"0    0.0
Name: 793, dtype: float64"
27,1.0
28,1.0
29,1.0
30,"0    0.0
Name: 1544, dtype: float64"
31,"0    0.0
Name: 335, dtype: float64"
32,1.0
33,"0    0.0
Name: 1585, dtype: float64"
34,"0    0.0
Name: 264, dtype: float64"
35,"0    0.0
Name: 130, dtype: float64"
36,1.0
37,"0    0.0
Name: 1224, dtype: float64"
38,"0    0.0
Name: 41, dtype: float64"
39,"0    0.0
Name: 508, dtype: float64"
40,"0    0.0
Name: 1375, dtype: float64"
41,1.0
42,1.0
43,1.0
44,"0    0.0
Name: 1121, dtype: float64"
45,"0    0.0
Name: 557, dtype: float64"
46,"0    0.0
Name: 1395, dtype: float64"
47,"0    0.0
Name: 1098, dtype: float64"
48,"0    0.0
Name: 738, dtype: float64"
49,1.0
50,"0    0.0
Name: 1050, dtype: float64"
51,1.0
52,"0    0.0
Name: 816, dtype: float64"
53,"0    0.0
Name: 1415, dtype: float64"
54,"0    0.0
Name: 1351, dtype: float64"
55,"0    0.0
Name: 1468, dtype: float64"
56,"0    0.0
Name: 631, dtype: float64"
57,"0    0.0
Name: 766, dtype: float64"
58,"0    0.0
Name: 101, dtype: float64"
59,"0    0.0
Name: 1202, dtype: float64"
60,1.0
61,1.0
62,"0    0.0
Name: 1071, dtype: float64"
63,"0    0.0
Name: 404, dtype: float64"
64,"0    0.0
Name: 890, dtype: float64"
65,1.0
66,"0    0.0
Name: 432, dtype: float64"
67,1.0
68,"0    0.0
Name: 1514, dtype: float64"
69,1.0
70,1.0
71,"0    0.0
Name: 310, dtype: float64"
72,"0    0.0
Name: 1564, dtype: float64"
73,"0    0.0
Name: 380, dtype: float64"
74,1.0
75,"0    0.0
Name: 239, dtype: float64"
76,"0    0.0
Name: 715, dtype: float64"
77,"0    0.0
Name: 1181, dtype: float64"
78,"0    0.0
Name: 216, dtype: float64"
79,1.0
80,"0    0.0
Name: 484, dtype: float64"
81,1.0
82,"0    0.0
Name: 660, dtype: float64"
83,"0    0.0
Name: 1327, dtype: float64"
84,1.0
85,"0    0.0
Name: 1025, dtype: float64"
86,"0    0.0
Name: 840, dtype: float64"
87,1.0
88,1.0
89,"0    0.0
Name: 17, dtype: float64"
90,1.0
91,"0    0.0
Name: 970, dtype: float64"
92,"0    0.0
Name: 911, dtype: float64"
93,"0    0.0
Name: 71, dtype: float64"
94,"0    0.0
Name: 459, dtype: float64"
95,"0    0.0
Name: 1281, dtype: float64"
96,"0    0.0
Name: 1492, dtype: float64"
97,"0    0.0
Name: 996, dtype: float64"
98,"0    0.0
Name: 1151, dtype: float64"
99,1.0
100,1.0
101,1.0
102,1.0
103,1.0
