,0
0,"0    1.0
Name: 1311, dtype: float64"
1,"0    0.0
Name: 572, dtype: float64"
2,"0    0.0
Name: 1454, dtype: float64"
3,1.0
4,"0    0.0
Name: 969, dtype: float64"
5,"0    0.0
Name: 170, dtype: float64"
6,"0    0.0
Name: 650, dtype: float64"
7,1.0
8,"0    0.0
Name: 253, dtype: float64"
9,1.0
10,1.0
11,"0    0.0
Name: 143, dtype: float64"
12,1.0
13,"0    0.0
Name: 916, dtype: float64"
14,"0    0.0
Name: 1543, dtype: float64"
15,1.0
16,"0    0.0
Name: 66, dtype: float64"
17,"0    0.0
Name: 421, dtype: float64"
18,"0    0.0
Name: 1620, dtype: float64"
19,1.0
20,"0    0.0
Name: 1856, dtype: float64"
21,"0    0.0
Name: 597, dtype: float64"
22,1.0
23,1.0
24,1.0
25,"0    0.0
Name: 1154, dtype: float64"
26,"0    0.0
Name: 1523, dtype: float64"
27,1.0
28,"0    0.0
Name: 1124, dtype: float64"
29,"0    0.0
Name: 1374, dtype: float64"
30,"0    0.0
Name: 468, dtype: float64"
31,1.0
32,"0    0.0
Name: 398, dtype: float64"
33,1.0
34,"0    0.0
Name: 305, dtype: float64"
35,1.0
36,"0    0.0
Name: 349, dtype: float64"
37,1.0
38,"0    0.0
Name: 1772, dtype: float64"
39,1.0
40,"0    0.0
Name: 1426, dtype: float64"
41,"0    0.0
Name: 723, dtype: float64"
42,1.0
43,1.0
44,"0    0.0
Name: 1722, dtype: float64"
45,"0    0.0
Name: 493, dtype: float64"
46,"0    0.0
Name: 1752, dtype: float64"
47,"0    0.0
Name: 693, dtype: float64"
48,"0    0.0
Name: 325, dtype: float64"
49,1.0
50,1.0
51,1.0
52,"0    0.0
Name: 1826, dtype: float64"
53,"0    0.0
Name: 1800, dtype: float64"
54,1.0
55,"0    0.0
Name: 1675, dtype: float64"
56,1.0
57,"0    0.0
Name: 1563, dtype: float64"
58,"0    0.0
Name: 1286, dtype: float64"
59,"0    0.0
Name: 1352, dtype: float64"
60,1.0
61,"0    0.0
Name: 1015, dtype: float64"
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,"0    0.0
Name: 995, dtype: float64"
68,"0    0.0
Name: 1332, dtype: float64"
69,1.0
70,1.0
71,"0    0.0
Name: 626, dtype: float64"
72,"0    0.0
Name: 223, dtype: float64"
73,"0    0.0
Name: 1882, dtype: float64"
74,"0    0.0
Name: 1040, dtype: float64"
75,"0    1.0
Name: 939, dtype: float64"
76,"0    0.0
Name: 1649, dtype: float64"
77,"0    0.0
Name: 87, dtype: float64"
78,"0    0.0
Name: 857, dtype: float64"
79,"0    0.0
Name: 1177, dtype: float64"
80,"0    0.0
Name: 548, dtype: float64"
81,"0    0.0
Name: 1207, dtype: float64"
82,"0    0.0
Name: 671, dtype: float64"
83,1.0
84,"0    0.0
Name: 1478, dtype: float64"
85,"0    0.0
Name: 1259, dtype: float64"
86,"0    0.0
Name: 781, dtype: float64"
87,"0    0.0
Name: 1400, dtype: float64"
88,1.0
89,1.0
90,1.0
91,"0    0.0
Name: 835, dtype: float64"
92,"0    0.0
Name: 193, dtype: float64"
93,"0    0.0
Name: 46, dtype: float64"
94,"0    0.0
Name: 116, dtype: float64"
95,"0    0.0
Name: 1593, dtype: float64"
96,"0    0.0
Name: 1501, dtype: float64"
97,"0    0.0
Name: 523, dtype: float64"
98,1.0
99,1.0
100,"0    0.0
Name: 1097, dtype: float64"
101,"0    0.0
Name: 19, dtype: float64"
102,1.0
103,"0    0.0
Name: 808, dtype: float64"
104,"0    0.0
Name: 1068, dtype: float64"
105,"0    0.0
Name: 445, dtype: float64"
106,"0    0.0
Name: 375, dtype: float64"
107,"0    0.0
Name: 1233, dtype: float64"
108,"0    0.0
Name: 279, dtype: float64"
109,"0    0.0
Name: 886, dtype: float64"
110,"0    0.0
Name: 1702, dtype: float64"
111,"0    0.0
Name: 753, dtype: float64"
112,1.0
113,1.0
114,"0    0.0
Name: 1903, dtype: float64"
