,0
0,"0    0.0
Name: 503, dtype: float64"
1,"0    0.0
Name: 808, dtype: float64"
2,"0    0.0
Name: 297, dtype: float64"
3,"0    0.0
Name: 589, dtype: float64"
4,1.0
5,1.0
6,"0    0.0
Name: 62, dtype: float64"
7,"0    0.0
Name: 688, dtype: float64"
8,1.0
9,"0    0.0
Name: 369, dtype: float64"
10,1.0
11,"0    0.0
Name: 1415, dtype: float64"
12,"0    0.0
Name: 204, dtype: float64"
13,1.0
14,"0    0.0
Name: 911, dtype: float64"
15,"0    0.0
Name: 413, dtype: float64"
16,"0    0.0
Name: 761, dtype: float64"
17,1.0
18,1.0
19,"0    0.0
Name: 179, dtype: float64"
20,"0    0.0
Name: 1166, dtype: float64"
21,"0    0.0
Name: 1729, dtype: float64"
22,1.0
23,"0    0.0
Name: 1015, dtype: float64"
24,1.0
25,"0    0.0
Name: 247, dtype: float64"
26,"0    0.0
Name: 1597, dtype: float64"
27,"0    0.0
Name: 786, dtype: float64"
28,"0    0.0
Name: 1753, dtype: float64"
29,"0    0.0
Name: 346, dtype: float64"
30,1.0
31,1.0
32,1.0
33,"0    0.0
Name: 11, dtype: float64"
34,"0    0.0
Name: 1214, dtype: float64"
35,"0    0.0
Name: 965, dtype: float64"
36,"0    0.0
Name: 547, dtype: float64"
37,1.0
38,1.0
39,"0    0.0
Name: 1091, dtype: float64"
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,"0    0.0
Name: 1494, dtype: float64"
46,1.0
47,"0    0.0
Name: 862, dtype: float64"
48,1.0
49,1.0
50,1.0
51,"0    0.0
Name: 1700, dtype: float64"
52,"0    0.0
Name: 1313, dtype: float64"
53,1.0
54,"0    0.0
Name: 153, dtype: float64"
55,1.0
56,"0    0.0
Name: 640, dtype: float64"
57,"0    0.0
Name: 478, dtype: float64"
58,1.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,"0    0.0
Name: 664, dtype: float64"
65,"0    0.0
Name: 275, dtype: float64"
66,"0    0.0
Name: 1552, dtype: float64"
67,1.0
68,"0    0.0
Name: 1622, dtype: float64"
69,"0    0.0
Name: 458, dtype: float64"
70,"0    0.0
Name: 32, dtype: float64"
71,"0    0.0
Name: 1672, dtype: float64"
72,1.0
73,"0    0.0
Name: 1642, dtype: float64"
74,"0    0.0
Name: 1066, dtype: float64"
75,"0    0.0
Name: 1439, dtype: float64"
76,"0    0.0
Name: 616, dtype: float64"
77,"0    0.0
Name: 987, dtype: float64"
78,"0    0.0
Name: 1466, dtype: float64"
79,1.0
80,1.0
81,"0    0.0
Name: 1262, dtype: float64"
82,"0    0.0
Name: 711, dtype: float64"
83,"0    0.0
Name: 1235, dtype: float64"
84,"0    0.0
Name: 937, dtype: float64"
85,"0    0.0
Name: 527, dtype: float64"
86,"0    0.0
Name: 437, dtype: float64"
87,1.0
88,"0    0.0
Name: 110, dtype: float64"
89,"0    0.0
Name: 1390, dtype: float64"
90,1.0
91,1.0
92,"0    0.0
Name: 1522, dtype: float64"
93,"0    0.0
Name: 319, dtype: float64"
94,1.0
95,1.0
96,"0    0.0
Name: 393, dtype: float64"
97,1.0
98,"0    0.0
Name: 1360, dtype: float64"
99,"0    0.0
Name: 224, dtype: float64"
100,1.0
101,"0    0.0
Name: 891, dtype: float64"
102,"0    0.0
Name: 1336, dtype: float64"
103,"0    0.0
Name: 740, dtype: float64"
104,"0    0.0
Name: 569, dtype: float64"
105,1.0
106,"0    0.0
Name: 1044, dtype: float64"
107,"0    0.0
Name: 1146, dtype: float64"
108,"0    0.0
Name: 1284, dtype: float64"
109,"0    0.0
Name: 1577, dtype: float64"
110,"0    0.0
Name: 1191, dtype: float64"
111,1.0
112,"0    0.0
Name: 832, dtype: float64"
113,"0    0.0
Name: 1120, dtype: float64"
114,"0    0.0
Name: 90, dtype: float64"
115,"0    0.0
Name: 131, dtype: float64"
