,0
0,"0    0.0
Name: 774, dtype: float64"
1,"0    0.0
Name: 85, dtype: float64"
2,1.0
3,1.0
4,1.0
5,1.0
6,"0    0.0
Name: 464, dtype: float64"
7,1.0
8,"0    0.0
Name: 694, dtype: float64"
9,"0    0.0
Name: 595, dtype: float64"
10,"0    0.0
Name: 746, dtype: float64"
11,"0    0.0
Name: 1029, dtype: float64"
12,1.0
13,"0    0.0
Name: 1162, dtype: float64"
14,1.0
15,1.0
16,"0    0.0
Name: 623, dtype: float64"
17,"0    0.0
Name: 1069, dtype: float64"
18,"0    0.0
Name: 547, dtype: float64"
19,1.0
20,"0    0.0
Name: 149, dtype: float64"
21,"0    0.0
Name: 1268, dtype: float64"
22,1.0
23,"0    0.0
Name: 653, dtype: float64"
24,"0    0.0
Name: 322, dtype: float64"
25,"0    0.0
Name: 1140, dtype: float64"
26,1.0
27,"0    0.0
Name: 923, dtype: float64"
28,1.0
29,1.0
30,"0    0.0
Name: 825, dtype: float64"
31,"0    0.0
Name: 179, dtype: float64"
32,"0    0.0
Name: 440, dtype: float64"
33,"0    0.0
Name: 1215, dtype: float64"
34,"0    0.0
Name: 258, dtype: float64"
35,"0    0.0
Name: 128, dtype: float64"
36,"0    0.0
Name: 870, dtype: float64"
37,1.0
38,1.0
39,"0    0.0
Name: 845, dtype: float64"
40,1.0
41,"0    0.0
Name: 228, dtype: float64"
42,"0    0.0
Name: 518, dtype: float64"
43,"0    0.0
Name: 65, dtype: float64"
44,"0    0.0
Name: 278, dtype: float64"
45,1.0
46,1.0
47,1.0
48,"0    0.0
Name: 14, dtype: float64"
49,"0    0.0
Name: 348, dtype: float64"
50,"0    0.0
Name: 205, dtype: float64"
51,"0    0.0
Name: 105, dtype: float64"
52,1.0
53,1.0
54,1.0
55,"0    0.0
Name: 302, dtype: float64"
56,"0    0.0
Name: 1049, dtype: float64"
57,"0    0.0
Name: 1185, dtype: float64"
58,"0    0.0
Name: 1120, dtype: float64"
59,"0    0.0
Name: 417, dtype: float64"
60,"0    0.0
Name: 1095, dtype: float64"
61,"0    0.0
Name: 674, dtype: float64"
62,"0    0.0
Name: 717, dtype: float64"
63,1.0
64,"0    0.0
Name: 1007, dtype: float64"
65,"0    0.0
Name: 494, dtype: float64"
66,"0    0.0
Name: 900, dtype: float64"
67,"0    0.0
Name: 949, dtype: float64"
68,"0    0.0
Name: 370, dtype: float64"
69,"0    0.0
Name: 568, dtype: float64"
70,"0    0.0
Name: 977, dtype: float64"
71,"0    0.0
Name: 392, dtype: float64"
72,"0    0.0
Name: 38, dtype: float64"
73,1.0
74,"0    0.0
Name: 797, dtype: float64"
75,"0    0.0
Name: 1245, dtype: float64"
