,0
0,"0    0.0
Name: 1526, dtype: float64"
1,"0    0.0
Name: 1092, dtype: float64"
2,"0    0.0
Name: 218, dtype: float64"
3,"0    0.0
Name: 792, dtype: float64"
4,1.0
5,"0    0.0
Name: 1317, dtype: float64"
6,"0    0.0
Name: 1050, dtype: float64"
7,"0    0.0
Name: 1118, dtype: float64"
8,"0    0.0
Name: 429, dtype: float64"
9,"0    0.0
Name: 93, dtype: float64"
10,"0    0.0
Name: 241, dtype: float64"
11,"0    0.0
Name: 459, dtype: float64"
12,"0    0.0
Name: 118, dtype: float64"
13,1.0
14,"0    0.0
Name: 1604, dtype: float64"
15,"0    0.0
Name: 673, dtype: float64"
16,1.0
17,"0    0.0
Name: 1505, dtype: float64"
18,"0    0.0
Name: 196, dtype: float64"
19,1.0
20,"0    0.0
Name: 918, dtype: float64"
21,1.0
22,"0    0.0
Name: 1391, dtype: float64"
23,1.0
24,"0    0.0
Name: 1412, dtype: float64"
25,"0    0.0
Name: 1574, dtype: float64"
26,"0    0.0
Name: 1340, dtype: float64"
27,1.0
28,1.0
29,"0    0.0
Name: 1005, dtype: float64"
30,"0    0.0
Name: 267, dtype: float64"
31,1.0
32,"0    0.0
Name: 1369, dtype: float64"
33,"0    0.0
Name: 1550, dtype: float64"
34,1.0
35,"0    0.0
Name: 961, dtype: float64"
36,"0    0.0
Name: 325, dtype: float64"
37,"0    0.0
Name: 347, dtype: float64"
38,1.0
39,"0    0.0
Name: 623, dtype: float64"
40,"0    0.0
Name: 1683, dtype: float64"
41,1.0
42,"0    0.0
Name: 373, dtype: float64"
43,"0    0.0
Name: 941, dtype: float64"
44,1.0
45,"0    0.0
Name: 1463, dtype: float64"
46,1.0
47,"0    0.0
Name: 653, dtype: float64"
48,"0    0.0
Name: 1191, dtype: float64"
49,"0    0.0
Name: 296, dtype: float64"
50,1.0
51,"0    0.0
Name: 1484, dtype: float64"
52,"0    0.0
Name: 896, dtype: float64"
53,"0    0.0
Name: 69, dtype: float64"
54,1.0
55,"0    0.0
Name: 1246, dtype: float64"
56,1.0
57,"0    0.0
Name: 1435, dtype: float64"
58,1.0
59,1.0
60,"0    0.0
Name: 747, dtype: float64"
61,"0    0.0
Name: 501, dtype: float64"
62,1.0
63,"0    0.0
Name: 13, dtype: float64"
64,1.0
65,"0    0.0
Name: 1168, dtype: float64"
66,"0    0.0
Name: 479, dtype: float64"
67,"0    0.0
Name: 724, dtype: float64"
68,"0    0.0
Name: 1631, dtype: float64"
69,"0    0.0
Name: 872, dtype: float64"
70,1.0
71,1.0
72,"0    0.0
Name: 1029, dtype: float64"
73,"0    0.0
Name: 602, dtype: float64"
74,"0    0.0
Name: 1148, dtype: float64"
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,"0    0.0
Name: 982, dtype: float64"
81,"0    0.0
Name: 772, dtype: float64"
82,"0    0.0
Name: 555, dtype: float64"
83,"0    0.0
Name: 822, dtype: float64"
84,"0    0.0
Name: 1654, dtype: float64"
85,1.0
86,1.0
87,"0    0.0
Name: 1704, dtype: float64"
88,"0    0.0
Name: 529, dtype: float64"
89,"0    0.0
Name: 697, dtype: float64"
90,"0    0.0
Name: 40, dtype: float64"
91,1.0
92,1.0
93,1.0
94,"0    0.0
Name: 1220, dtype: float64"
95,1.0
96,"0    0.0
Name: 848, dtype: float64"
97,"0    0.0
Name: 1267, dtype: float64"
98,"0    0.0
Name: 167, dtype: float64"
99,"0    0.0
Name: 142, dtype: float64"
100,1.0
101,1.0
102,1.0
103,"0    0.0
Name: 1070, dtype: float64"
104,"0    0.0
Name: 579, dtype: float64"
105,"0    0.0
Name: 1293, dtype: float64"
106,"0    0.0
Name: 400, dtype: float64"
