,0
0,"0    0.0
Name: 839, dtype: float64"
1,1.0
2,"0    0.0
Name: 1136, dtype: float64"
3,"0    0.0
Name: 2080, dtype: float64"
4,1.0
5,"0    0.0
Name: 2320, dtype: float64"
6,"0    0.0
Name: 210, dtype: float64"
7,"0    0.0
Name: 1490, dtype: float64"
8,"0    0.0
Name: 1979, dtype: float64"
9,"0    0.0
Name: 1465, dtype: float64"
10,"0    1.0
Name: 593, dtype: float64"
11,"0    0.0
Name: 2154, dtype: float64"
12,1.0
13,"0    0.0
Name: 135, dtype: float64"
14,"0    0.0
Name: 1038, dtype: float64"
15,1.0
16,"0    0.0
Name: 1851, dtype: float64"
17,"0    0.0
Name: 2125, dtype: float64"
18,1.0
19,"0    0.0
Name: 869, dtype: float64"
20,"0    0.0
Name: 964, dtype: float64"
21,"0    0.0
Name: 422, dtype: float64"
22,1.0
23,1.0
24,"0    0.0
Name: 1773, dtype: float64"
25,"0    0.0
Name: 1692, dtype: float64"
26,"0    0.0
Name: 897, dtype: float64"
27,1.0
28,"0    0.0
Name: 621, dtype: float64"
29,"0    0.0
Name: 1059, dtype: float64"
30,1.0
31,1.0
32,1.0
33,"0    0.0
Name: 1561, dtype: float64"
34,1.0
35,"0    0.0
Name: 64, dtype: float64"
36,"0    0.0
Name: 719, dtype: float64"
37,"0    0.0
Name: 182, dtype: float64"
38,1.0
39,1.0
40,1.0
41,1.0
42,"0    0.0
Name: 362, dtype: float64"
43,"0    0.0
Name: 1114, dtype: float64"
44,1.0
45,1.0
46,1.0
47,"0    0.0
Name: 672, dtype: float64"
48,"0    1.0
Name: 1416, dtype: float64"
49,"0    0.0
Name: 1392, dtype: float64"
50,1.0
51,"0    0.0
Name: 448, dtype: float64"
52,"0    0.0
Name: 495, dtype: float64"
53,1.0
54,1.0
55,1.0
56,"0    0.0
Name: 279, dtype: float64"
57,"0    0.0
Name: 2051, dtype: float64"
58,"0    0.0
Name: 1824, dtype: float64"
59,"0    0.0
Name: 2026, dtype: float64"
60,1.0
61,"0    0.0
Name: 1720, dtype: float64"
62,"0    0.0
Name: 768, dtype: float64"
63,1.0
64,"0    0.0
Name: 1184, dtype: float64"
65,1.0
66,1.0
67,1.0
68,"0    0.0
Name: 1016, dtype: float64"
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,"0    0.0
Name: 1590, dtype: float64"
75,1.0
76,"0    0.0
Name: 917, dtype: float64"
77,1.0
78,1.0
79,1.0
80,1.0
81,"0    0.0
Name: 1535, dtype: float64"
82,"0    0.0
Name: 1316, dtype: float64"
83,"0    0.0
Name: 86, dtype: float64"
84,1.0
85,"0    0.0
Name: 2101, dtype: float64"
86,1.0
87,"0    0.0
Name: 2349, dtype: float64"
88,"0    0.0
Name: 392, dtype: float64"
89,"0    0.0
Name: 1367, dtype: float64"
90,"0    0.0
Name: 1211, dtype: float64"
91,1.0
92,1.0
93,"0    1.0
Name: 2001, dtype: float64"
94,"0    0.0
Name: 1668, dtype: float64"
95,1.0
96,"0    0.0
Name: 563, dtype: float64"
97,1.0
98,1.0
99,"0    0.0
Name: 1264, dtype: float64"
100,1.0
101,1.0
102,1.0
103,1.0
104,"0    0.0
Name: 520, dtype: float64"
105,1.0
106,1.0
107,1.0
108,"0    0.0
Name: 818, dtype: float64"
109,"0    0.0
Name: 2177, dtype: float64"
110,1.0
111,"0    0.0
Name: 1436, dtype: float64"
112,"0    0.0
Name: 1749, dtype: float64"
113,"0    0.0
Name: 161, dtype: float64"
114,1.0
115,1.0
116,"0    0.0
Name: 741, dtype: float64"
117,"0    1.0
Name: 2222, dtype: float64"
118,"0    0.0
Name: 1512, dtype: float64"
119,"0    0.0
Name: 1237, dtype: float64"
120,"0    0.0
Name: 1157, dtype: float64"
121,"0    0.0
Name: 1641, dtype: float64"
122,"0    0.0
Name: 2370, dtype: float64"
123,"0    0.0
Name: 259, dtype: float64"
124,"0    0.0
Name: 39, dtype: float64"
125,"0    0.0
Name: 543, dtype: float64"
126,1.0
127,"0    0.0
Name: 941, dtype: float64"
128,1.0
129,1.0
130,1.0
131,1.0
132,"0    0.0
Name: 2477, dtype: float64"
133,"0    0.0
Name: 2497, dtype: float64"
134,"0    0.0
Name: 1338, dtype: float64"
135,1.0
136,1.0
137,"0    0.0
Name: 305, dtype: float64"
138,"0    0.0
Name: 15, dtype: float64"
139,"0    0.0
Name: 1904, dtype: float64"
140,"0    0.0
Name: 2447, dtype: float64"
141,"0    1.0
Name: 2294, dtype: float64"
142,1.0
143,"0    0.0
Name: 1088, dtype: float64"
144,"0    0.0
Name: 1951, dtype: float64"
145,1.0
146,"0    0.0
Name: 1878, dtype: float64"
147,1.0
148,"0    0.0
Name: 693, dtype: float64"
149,"0    0.0
Name: 794, dtype: float64"
150,1.0
151,1.0
152,"0    0.0
Name: 1925, dtype: float64"
153,1.0
154,"0    0.0
Name: 113, dtype: float64"
155,1.0
156,"0    0.0
Name: 989, dtype: float64"
157,1.0
158,"0    0.0
Name: 648, dtype: float64"
159,"0    0.0
Name: 332, dtype: float64"
160,1.0
161,1.0
162,"0    0.0
Name: 2251, dtype: float64"
163,"0    0.0
Name: 231, dtype: float64"
164,"0    0.0
Name: 2391, dtype: float64"
165,"0    0.0
Name: 2273, dtype: float64"
166,1.0
167,"0    0.0
Name: 2417, dtype: float64"
168,"0    0.0
Name: 468, dtype: float64"
169,"0    0.0
Name: 1611, dtype: float64"
170,"0    0.0
Name: 2197, dtype: float64"
171,1.0
172,"0    0.0
Name: 1292, dtype: float64"
173,"0    0.0
Name: 1794, dtype: float64"
174,1.0
