,0
0,"0    0.0
Name: 13, dtype: float64"
1,"0    0.0
Name: 421, dtype: float64"
2,1.0
3,1.0
4,"0    0.0
Name: 1083, dtype: float64"
5,"0    0.0
Name: 974, dtype: float64"
6,"0    1.0
Name: 1178, dtype: float64"
7,"0    0.0
Name: 1445, dtype: float64"
8,1.0
9,"0    0.0
Name: 922, dtype: float64"
10,"0    0.0
Name: 740, dtype: float64"
11,1.0
12,1.0
13,1.0
14,"0    0.0
Name: 998, dtype: float64"
15,"0    0.0
Name: 244, dtype: float64"
16,1.0
17,"0    0.0
Name: 864, dtype: float64"
18,"0    0.0
Name: 140, dtype: float64"
19,"0    0.0
Name: 166, dtype: float64"
20,"0    0.0
Name: 504, dtype: float64"
21,1.0
22,"0    0.0
Name: 477, dtype: float64"
23,"0    0.0
Name: 220, dtype: float64"
24,"0    0.0
Name: 1475, dtype: float64"
25,1.0
26,1.0
27,1.0
28,"0    0.0
Name: 770, dtype: float64"
29,"0    0.0
Name: 814, dtype: float64"
30,"0    0.0
Name: 711, dtype: float64"
31,1.0
32,"0    0.0
Name: 1026, dtype: float64"
33,"0    0.0
Name: 1528, dtype: float64"
34,1.0
35,1.0
36,"0    0.0
Name: 1336, dtype: float64"
37,"0    0.0
Name: 370, dtype: float64"
38,"0    0.0
Name: 1418, dtype: float64"
39,1.0
40,"0    0.0
Name: 1237, dtype: float64"
41,"0    0.0
Name: 1311, dtype: float64"
42,1.0
43,1.0
44,"0    0.0
Name: 1289, dtype: float64"
45,"0    0.0
Name: 644, dtype: float64"
46,1.0
47,1.0
48,"0    0.0
Name: 1055, dtype: float64"
49,"0    0.0
Name: 553, dtype: float64"
50,1.0
51,1.0
52,"0    0.0
Name: 593, dtype: float64"
53,"0    0.0
Name: 273, dtype: float64"
54,"0    0.0
Name: 447, dtype: float64"
55,"0    0.0
Name: 399, dtype: float64"
56,"0    0.0
Name: 836, dtype: float64"
57,"0    0.0
Name: 87, dtype: float64"
58,"0    0.0
Name: 1260, dtype: float64"
59,1.0
60,1.0
61,"0    0.0
Name: 1365, dtype: float64"
62,1.0
63,"0    0.0
Name: 298, dtype: float64"
64,"0    0.0
Name: 343, dtype: float64"
65,"0    0.0
Name: 1499, dtype: float64"
66,"0    0.0
Name: 685, dtype: float64"
67,"0    0.0
Name: 791, dtype: float64"
68,"0    0.0
Name: 664, dtype: float64"
69,1.0
70,"0    0.0
Name: 41, dtype: float64"
71,"0    0.0
Name: 1549, dtype: float64"
72,"0    0.0
Name: 322, dtype: float64"
73,"0    0.0
Name: 1133, dtype: float64"
74,1.0
75,"0    1.0
Name: 573, dtype: float64"
76,"0    0.0
Name: 61, dtype: float64"
77,"0    0.0
Name: 949, dtype: float64"
78,1.0
79,1.0
80,"0    0.0
Name: 190, dtype: float64"
81,"0    0.0
Name: 111, dtype: float64"
82,"0    0.0
Name: 1207, dtype: float64"
83,1.0
84,1.0
85,"0    0.0
Name: 614, dtype: float64"
86,"0    0.0
Name: 1393, dtype: float64"
87,"0    0.0
Name: 1155, dtype: float64"
88,"0    0.0
Name: 1103, dtype: float64"
89,"0    0.0
Name: 892, dtype: float64"
90,"0    0.0
Name: 1579, dtype: float64"
91,1.0
92,1.0
93,"0    0.0
Name: 531, dtype: float64"
