,0
0,"0    0.0
Name: 1043, dtype: float64"
1,"0    0.0
Name: 617, dtype: float64"
2,"0    0.0
Name: 521, dtype: float64"
3,1.0
4,1.0
5,"0    0.0
Name: 324, dtype: float64"
6,"0    0.0
Name: 1523, dtype: float64"
7,"0    0.0
Name: 1013, dtype: float64"
8,"0    0.0
Name: 189, dtype: float64"
9,"0    0.0
Name: 1621, dtype: float64"
10,"0    1.0
Name: 861, dtype: float64"
11,1.0
12,"0    0.0
Name: 643, dtype: float64"
13,"0    0.0
Name: 594, dtype: float64"
14,"0    0.0
Name: 1404, dtype: float64"
15,1.0
16,"0    0.0
Name: 1257, dtype: float64"
17,"0    0.0
Name: 10, dtype: float64"
18,1.0
19,"0    0.0
Name: 1547, dtype: float64"
20,"0    0.0
Name: 933, dtype: float64"
21,1.0
22,1.0
23,"0    0.0
Name: 218, dtype: float64"
24,1.0
25,"0    0.0
Name: 1471, dtype: float64"
26,1.0
27,"0    0.0
Name: 272, dtype: float64"
28,"0    0.0
Name: 1358, dtype: float64"
29,"0    0.0
Name: 348, dtype: float64"
30,"0    0.0
Name: 35, dtype: float64"
31,"0    0.0
Name: 1310, dtype: float64"
32,1.0
33,"0    0.0
Name: 1092, dtype: float64"
34,1.0
35,"0    0.0
Name: 784, dtype: float64"
36,"0    0.0
Name: 422, dtype: float64"
37,"0    0.0
Name: 1594, dtype: float64"
38,"0    0.0
Name: 908, dtype: float64"
39,"0    0.0
Name: 1184, dtype: float64"
40,1.0
41,"0    0.0
Name: 1282, dtype: float64"
42,"0    0.0
Name: 56, dtype: float64"
43,1.0
44,"0    0.0
Name: 248, dtype: float64"
45,"0    0.0
Name: 741, dtype: float64"
46,1.0
47,"0    0.0
Name: 1451, dtype: float64"
48,"0    0.0
Name: 546, dtype: float64"
49,"0    0.0
Name: 1210, dtype: float64"
50,"0    0.0
Name: 714, dtype: float64"
51,"0    0.0
Name: 1571, dtype: float64"
52,1.0
53,1.0
54,1.0
55,"0    0.0
Name: 884, dtype: float64"
56,"0    0.0
Name: 813, dtype: float64"
57,"0    0.0
Name: 1496, dtype: float64"
58,1.0
59,1.0
60,1.0
61,"0    0.0
Name: 494, dtype: float64"
62,1.0
63,"0    0.0
Name: 1425, dtype: float64"
64,1.0
65,1.0
66,"0    0.0
Name: 104, dtype: float64"
67,"0    1.0
Name: 1378, dtype: float64"
68,"0    0.0
Name: 762, dtype: float64"
69,1.0
70,1.0
71,"0    0.0
Name: 959, dtype: float64"
72,"0    0.0
Name: 397, dtype: float64"
73,"0    0.0
Name: 691, dtype: float64"
74,"0    0.0
Name: 1158, dtype: float64"
75,1.0
76,"0    0.0
Name: 1234, dtype: float64"
77,"0    0.0
Name: 669, dtype: float64"
78,"0    0.0
Name: 372, dtype: float64"
79,1.0
80,"0    0.0
Name: 571, dtype: float64"
81,"0    0.0
Name: 442, dtype: float64"
82,1.0
83,1.0
84,"0    0.0
Name: 163, dtype: float64"
85,"0    0.0
Name: 987, dtype: float64"
86,1.0
87,"0    0.0
Name: 301, dtype: float64"
88,"0    0.0
Name: 83, dtype: float64"
89,"0    0.0
Name: 1331, dtype: float64"
90,"0    0.0
Name: 134, dtype: float64"
91,1.0
92,"0    0.0
Name: 1069, dtype: float64"
93,1.0
94,"0    0.0
Name: 840, dtype: float64"
95,"0    0.0
Name: 1113, dtype: float64"
96,"0    0.0
Name: 469, dtype: float64"
97,"0    0.0
Name: 1134, dtype: float64"
