,0
0,"0    0.0
Name: 554, dtype: float64"
1,1.0
2,1.0
3,"0    0.0
Name: 695, dtype: float64"
4,"0    0.0
Name: 1705, dtype: float64"
5,1.0
6,1.0
7,1.0
8,"0    1.0
Name: 128, dtype: float64"
9,"0    0.0
Name: 1888, dtype: float64"
10,"0    0.0
Name: 870, dtype: float64"
11,1.0
12,1.0
13,1.0
14,"0    0.0
Name: 531, dtype: float64"
15,1.0
16,"0    0.0
Name: 1347, dtype: float64"
17,1.0
18,"0    0.0
Name: 743, dtype: float64"
19,1.0
20,"0    0.0
Name: 892, dtype: float64"
21,"0    0.0
Name: 2143, dtype: float64"
22,"0    0.0
Name: 506, dtype: float64"
23,1.0
24,1.0
25,"0    0.0
Name: 105, dtype: float64"
26,"0    0.0
Name: 1860, dtype: float64"
27,"0    0.0
Name: 1526, dtype: float64"
28,1.0
29,"0    0.0
Name: 1808, dtype: float64"
30,1.0
31,"0    0.0
Name: 1778, dtype: float64"
32,"0    0.0
Name: 2264, dtype: float64"
33,"0    0.0
Name: 14, dtype: float64"
34,"0    0.0
Name: 844, dtype: float64"
35,"0    0.0
Name: 230, dtype: float64"
36,1.0
37,"0    0.0
Name: 2120, dtype: float64"
38,"0    0.0
Name: 668, dtype: float64"
39,"0    0.0
Name: 357, dtype: float64"
40,1.0
41,1.0
42,"0    0.0
Name: 1126, dtype: float64"
43,"0    0.0
Name: 2188, dtype: float64"
44,"0    0.0
Name: 1205, dtype: float64"
45,"0    0.0
Name: 2001, dtype: float64"
46,1.0
47,1.0
48,"0    0.0
Name: 998, dtype: float64"
49,1.0
50,1.0
51,"0    0.0
Name: 81, dtype: float64"
52,"0    0.0
Name: 2344, dtype: float64"
53,"0    0.0
Name: 1576, dtype: float64"
54,1.0
55,1.0
56,1.0
57,1.0
58,"0    0.0
Name: 1229, dtype: float64"
59,"0    0.0
Name: 454, dtype: float64"
60,"0    0.0
Name: 1833, dtype: float64"
61,"0    0.0
Name: 1280, dtype: float64"
62,"0    0.0
Name: 279, dtype: float64"
63,1.0
64,"0    0.0
Name: 1369, dtype: float64"
65,"0    0.0
Name: 384, dtype: float64"
66,"0    0.0
Name: 717, dtype: float64"
67,1.0
68,1.0
69,"0    0.0
Name: 1301, dtype: float64"
70,1.0
71,"0    1.0
Name: 1046, dtype: float64"
72,1.0
73,"0    0.0
Name: 945, dtype: float64"
74,"0    0.0
Name: 2391, dtype: float64"
75,1.0
76,1.0
77,"0    0.0
Name: 1496, dtype: float64"
78,1.0
79,1.0
80,"0    0.0
Name: 787, dtype: float64"
81,1.0
82,1.0
83,"0    0.0
Name: 921, dtype: float64"
84,"0    0.0
Name: 2053, dtype: float64"
85,1.0
86,"0    0.0
Name: 1155, dtype: float64"
87,1.0
88,1.0
89,"0    0.0
Name: 816, dtype: float64"
90,"0    0.0
Name: 2024, dtype: float64"
91,"0    0.0
Name: 969, dtype: float64"
92,"0    0.0
Name: 2284, dtype: float64"
93,"0    0.0
Name: 331, dtype: float64"
94,"0    0.0
Name: 1909, dtype: float64"
95,"0    0.0
Name: 576, dtype: float64"
96,1.0
97,"0    0.0
Name: 1175, dtype: float64"
98,"0    0.0
Name: 158, dtype: float64"
99,"0    0.0
Name: 2369, dtype: float64"
100,"0    0.0
Name: 1075, dtype: float64"
101,1.0
102,1.0
103,"0    0.0
Name: 209, dtype: float64"
104,1.0
105,"0    0.0
Name: 1730, dtype: float64"
106,1.0
107,"0    0.0
Name: 1445, dtype: float64"
108,"0    0.0
Name: 2078, dtype: float64"
109,1.0
110,"0    0.0
Name: 2165, dtype: float64"
111,1.0
112,"0    0.0
Name: 2213, dtype: float64"
113,"0    0.0
Name: 1650, dtype: float64"
114,"0    0.0
Name: 1469, dtype: float64"
115,1.0
116,1.0
117,"0    0.0
Name: 36, dtype: float64"
118,"0    0.0
Name: 1101, dtype: float64"
119,1.0
120,"0    0.0
Name: 1322, dtype: float64"
121,1.0
122,1.0
123,1.0
124,1.0
125,"0    0.0
Name: 1597, dtype: float64"
126,"0    0.0
Name: 179, dtype: float64"
127,"0    0.0
Name: 250, dtype: float64"
128,1.0
129,1.0
130,1.0
131,"0    0.0
Name: 596, dtype: float64"
132,1.0
133,1.0
134,"0    0.0
Name: 1254, dtype: float64"
135,"0    0.0
Name: 404, dtype: float64"
136,1.0
137,1.0
138,"0    0.0
Name: 1930, dtype: float64"
139,"0    0.0
Name: 2239, dtype: float64"
140,1.0
141,"0    0.0
Name: 425, dtype: float64"
142,1.0
143,"0    0.0
Name: 765, dtype: float64"
144,1.0
145,"0    0.0
Name: 620, dtype: float64"
146,1.0
147,"0    0.0
Name: 1750, dtype: float64"
148,1.0
149,1.0
150,"0    0.0
Name: 1020, dtype: float64"
151,"0    0.0
Name: 2314, dtype: float64"
152,1.0
153,"0    0.0
Name: 1553, dtype: float64"
154,"0    0.0
Name: 484, dtype: float64"
155,"0    0.0
Name: 306, dtype: float64"
156,"0    0.0
Name: 1954, dtype: float64"
157,1.0
158,1.0
159,1.0
160,1.0
161,"0    1.0
Name: 1979, dtype: float64"
162,1.0
163,"0    0.0
Name: 57, dtype: float64"
164,1.0
165,1.0
166,"0    0.0
Name: 2098, dtype: float64"
167,1.0
168,1.0
169,"0    0.0
Name: 1626, dtype: float64"
170,1.0
171,"0    0.0
Name: 1416, dtype: float64"
172,"0    0.0
Name: 1678, dtype: float64"
173,"0    0.0
Name: 640, dtype: float64"
174,"0    0.0
Name: 1394, dtype: float64"
175,1.0
176,1.0
