,0
0,"0    0.0
Name: 1238, dtype: float64"
1,"0    0.0
Name: 1456, dtype: float64"
2,"0    0.0
Name: 43, dtype: float64"
3,"0    0.0
Name: 216, dtype: float64"
4,"0    0.0
Name: 160, dtype: float64"
5,1.0
6,"0    0.0
Name: 373, dtype: float64"
7,"0    0.0
Name: 186, dtype: float64"
8,"0    0.0
Name: 246, dtype: float64"
9,1.0
10,"0    0.0
Name: 962, dtype: float64"
11,"0    0.0
Name: 1385, dtype: float64"
12,1.0
13,1.0
14,1.0
15,"0    0.0
Name: 1184, dtype: float64"
16,"0    0.0
Name: 785, dtype: float64"
17,1.0
18,1.0
19,"0    0.0
Name: 2016, dtype: float64"
20,1.0
21,"0    0.0
Name: 2068, dtype: float64"
22,"0    0.0
Name: 737, dtype: float64"
23,1.0
24,1.0
25,"0    0.0
Name: 912, dtype: float64"
26,1.0
27,"0    0.0
Name: 1848, dtype: float64"
28,1.0
29,"0    0.0
Name: 763, dtype: float64"
30,"0    0.0
Name: 655, dtype: float64"
31,1.0
32,1.0
33,"0    0.0
Name: 2141, dtype: float64"
34,"0    0.0
Name: 1724, dtype: float64"
35,1.0
36,"0    0.0
Name: 1357, dtype: float64"
37,1.0
38,"0    0.0
Name: 96, dtype: float64"
39,"0    0.0
Name: 1131, dtype: float64"
40,1.0
41,"0    0.0
Name: 812, dtype: float64"
42,"0    0.0
Name: 1972, dtype: float64"
43,1.0
44,1.0
45,"0    0.0
Name: 1267, dtype: float64"
46,1.0
47,1.0
48,1.0
49,1.0
50,"0    0.0
Name: 1701, dtype: float64"
51,1.0
52,"0    0.0
Name: 1792, dtype: float64"
53,"0    0.0
Name: 426, dtype: float64"
54,"0    0.0
Name: 346, dtype: float64"
55,"0    0.0
Name: 933, dtype: float64"
56,"0    0.0
Name: 267, dtype: float64"
57,1.0
58,"0    0.0
Name: 1574, dtype: float64"
59,"0    0.0
Name: 1545, dtype: float64"
60,"0    0.0
Name: 498, dtype: float64"
61,1.0
62,"0    0.0
Name: 629, dtype: float64"
63,"0    0.0
Name: 116, dtype: float64"
64,"0    0.0
Name: 1056, dtype: float64"
65,"0    0.0
Name: 1010, dtype: float64"
66,"0    0.0
Name: 682, dtype: float64"
67,1.0
68,1.0
69,"0    0.0
Name: 1993, dtype: float64"
70,"0    0.0
Name: 1479, dtype: float64"
71,1.0
72,"0    0.0
Name: 296, dtype: float64"
73,"0    0.0
Name: 1080, dtype: float64"
74,1.0
75,1.0
76,1.0
77,"0    0.0
Name: 474, dtype: float64"
78,1.0
79,1.0
80,"0    0.0
Name: 1336, dtype: float64"
81,1.0
82,"0    0.0
Name: 1310, dtype: float64"
83,"0    0.0
Name: 1750, dtype: float64"
84,"0    0.0
Name: 1409, dtype: float64"
85,"0    0.0
Name: 1435, dtype: float64"
86,"0    0.0
Name: 1678, dtype: float64"
87,"0    0.0
Name: 1873, dtype: float64"
88,1.0
89,1.0
90,"0    0.0
Name: 2098, dtype: float64"
91,"0    0.0
Name: 1159, dtype: float64"
92,"0    0.0
Name: 1595, dtype: float64"
93,"0    0.0
Name: 708, dtype: float64"
94,1.0
95,1.0
96,1.0
97,"0    0.0
Name: 1102, dtype: float64"
98,1.0
99,"0    0.0
Name: 136, dtype: float64"
100,1.0
101,"0    0.0
Name: 2043, dtype: float64"
102,"0    0.0
Name: 1922, dtype: float64"
103,1.0
104,1.0
105,1.0
106,"0    0.0
Name: 583, dtype: float64"
107,"0    0.0
Name: 1502, dtype: float64"
108,"0    0.0
Name: 1772, dtype: float64"
109,1.0
110,"0    0.0
Name: 318, dtype: float64"
111,1.0
112,1.0
113,"0    0.0
Name: 1648, dtype: float64"
114,"0    0.0
Name: 836, dtype: float64"
115,"0    0.0
Name: 860, dtype: float64"
116,"0    0.0
Name: 1210, dtype: float64"
117,1.0
118,"0    0.0
Name: 1623, dtype: float64"
119,"0    0.0
Name: 453, dtype: float64"
120,1.0
121,1.0
122,"0    0.0
Name: 400, dtype: float64"
123,"0    0.0
Name: 68, dtype: float64"
124,"0    1.0
Name: 609, dtype: float64"
125,1.0
126,"0    0.0
Name: 1946, dtype: float64"
127,1.0
128,"0    0.0
Name: 1820, dtype: float64"
129,"0    0.0
Name: 1035, dtype: float64"
130,"0    0.0
Name: 2119, dtype: float64"
131,1.0
132,1.0
133,1.0
134,"0    0.0
Name: 1893, dtype: float64"
135,"0    0.0
Name: 882, dtype: float64"
136,"0    0.0
Name: 14, dtype: float64"
137,"0    0.0
Name: 556, dtype: float64"
138,"0    0.0
Name: 527, dtype: float64"
139,"0    0.0
Name: 982, dtype: float64"
140,1.0
141,"0    0.0
Name: 1522, dtype: float64"
142,"0    0.0
Name: 1288, dtype: float64"
143,1.0
