,0
0,"0    1.0
Name: 353, dtype: float64"
1,1.0
2,"0    0.0
Name: 1402, dtype: float64"
3,1.0
4,"0    0.0
Name: 702, dtype: float64"
5,"0    0.0
Name: 841, dtype: float64"
6,"0    0.0
Name: 583, dtype: float64"
7,"0    0.0
Name: 1790, dtype: float64"
8,"0    0.0
Name: 1527, dtype: float64"
9,"0    0.0
Name: 509, dtype: float64"
10,"0    0.0
Name: 674, dtype: float64"
11,"0    0.0
Name: 405, dtype: float64"
12,"0    0.0
Name: 921, dtype: float64"
13,1.0
14,1.0
15,"0    0.0
Name: 1670, dtype: float64"
16,"0    0.0
Name: 1550, dtype: float64"
17,"0    1.0
Name: 1381, dtype: float64"
18,1.0
19,1.0
20,"0    0.0
Name: 532, dtype: float64"
21,"0    0.0
Name: 156, dtype: float64"
22,"0    0.0
Name: 604, dtype: float64"
23,1.0
24,"0    0.0
Name: 1596, dtype: float64"
25,"0    0.0
Name: 109, dtype: float64"
26,1.0
27,"0    0.0
Name: 941, dtype: float64"
28,1.0
29,"0    0.0
Name: 1260, dtype: float64"
30,1.0
31,"0    0.0
Name: 383, dtype: float64"
32,1.0
33,"0    0.0
Name: 970, dtype: float64"
34,"0    0.0
Name: 1331, dtype: float64"
35,1.0
36,"0    0.0
Name: 1026, dtype: float64"
37,"0    0.0
Name: 1148, dtype: float64"
38,1.0
39,"0    0.0
Name: 748, dtype: float64"
40,1.0
41,"0    0.0
Name: 654, dtype: float64"
42,"0    0.0
Name: 481, dtype: float64"
43,1.0
44,"0    0.0
Name: 228, dtype: float64"
45,"0    0.0
Name: 555, dtype: float64"
46,"0    0.0
Name: 277, dtype: float64"
47,1.0
48,1.0
49,"0    0.0
Name: 1231, dtype: float64"
50,"0    0.0
Name: 1352, dtype: float64"
51,"0    0.0
Name: 1475, dtype: float64"
52,"0    0.0
Name: 1101, dtype: float64"
53,1.0
54,"0    0.0
Name: 871, dtype: float64"
55,"0    0.0
Name: 1307, dtype: float64"
56,"0    0.0
Name: 1505, dtype: float64"
57,1.0
58,"0    0.0
Name: 998, dtype: float64"
59,"0    0.0
Name: 307, dtype: float64"
60,1.0
61,1.0
62,"0    0.0
Name: 1692, dtype: float64"
63,"0    0.0
Name: 1721, dtype: float64"
64,1.0
65,1.0
66,"0    0.0
Name: 1743, dtype: float64"
67,"0    0.0
Name: 66, dtype: float64"
68,"0    0.0
Name: 427, dtype: float64"
69,"0    0.0
Name: 136, dtype: float64"
70,"0    0.0
Name: 1622, dtype: float64"
71,"0    0.0
Name: 330, dtype: float64"
72,"0    0.0
Name: 819, dtype: float64"
73,"0    0.0
Name: 16, dtype: float64"
74,"0    0.0
Name: 899, dtype: float64"
75,"0    0.0
Name: 625, dtype: float64"
76,1.0
77,"0    0.0
Name: 1452, dtype: float64"
78,"0    0.0
Name: 451, dtype: float64"
79,"0    0.0
Name: 1176, dtype: float64"
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,"0    0.0
Name: 44, dtype: float64"
87,1.0
88,1.0
89,1.0
90,"0    0.0
Name: 1287, dtype: float64"
91,"0    0.0
Name: 179, dtype: float64"
92,"0    0.0
Name: 1431, dtype: float64"
93,"0    1.0
Name: 1051, dtype: float64"
94,"0    0.0
Name: 770, dtype: float64"
95,1.0
96,"0    0.0
Name: 1642, dtype: float64"
97,1.0
98,1.0
99,"0    0.0
Name: 1764, dtype: float64"
100,1.0
101,1.0
102,"0    0.0
Name: 724, dtype: float64"
103,"0    0.0
Name: 1122, dtype: float64"
104,"0    0.0
Name: 205, dtype: float64"
105,"0    0.0
Name: 1575, dtype: float64"
106,"0    0.0
Name: 1206, dtype: float64"
107,"0    0.0
Name: 1075, dtype: float64"
108,"0    1.0
Name: 797, dtype: float64"
109,"0    0.0
Name: 87, dtype: float64"
110,1.0
111,"0    0.0
Name: 257, dtype: float64"
