,0
0,"0    0.0
Name: 15, dtype: float64"
1,"0    0.0
Name: 505, dtype: float64"
2,"0    0.0
Name: 710, dtype: float64"
3,1.0
4,"0    0.0
Name: 1471, dtype: float64"
5,1.0
6,1.0
7,"0    0.0
Name: 1650, dtype: float64"
8,"0    0.0
Name: 1267, dtype: float64"
9,1.0
10,"0    0.0
Name: 1001, dtype: float64"
11,1.0
12,"0    0.0
Name: 153, dtype: float64"
13,"0    0.0
Name: 378, dtype: float64"
14,1.0
15,"0    0.0
Name: 1574, dtype: float64"
16,1.0
17,1.0
18,"0    0.0
Name: 950, dtype: float64"
19,"0    0.0
Name: 226, dtype: float64"
20,"0    0.0
Name: 842, dtype: float64"
21,"0    0.0
Name: 350, dtype: float64"
22,"0    0.0
Name: 1325, dtype: float64"
23,1.0
24,"0    0.0
Name: 271, dtype: float64"
25,1.0
26,1.0
27,1.0
28,"0    1.0
Name: 1295, dtype: float64"
29,1.0
30,"0    0.0
Name: 1720, dtype: float64"
31,"0    0.0
Name: 1599, dtype: float64"
32,1.0
33,"0    0.0
Name: 897, dtype: float64"
34,1.0
35,1.0
36,"0    1.0
Name: 812, dtype: float64"
37,"0    0.0
Name: 320, dtype: float64"
38,"0    0.0
Name: 1494, dtype: float64"
39,"0    0.0
Name: 401, dtype: float64"
40,"0    0.0
Name: 782, dtype: float64"
41,"0    0.0
Name: 251, dtype: float64"
42,1.0
43,1.0
44,1.0
45,"0    0.0
Name: 1748, dtype: float64"
46,"0    0.0
Name: 426, dtype: float64"
47,"0    0.0
Name: 1378, dtype: float64"
48,1.0
49,"0    0.0
Name: 602, dtype: float64"
50,"0    0.0
Name: 455, dtype: float64"
51,1.0
52,"0    0.0
Name: 1111, dtype: float64"
53,"0    0.0
Name: 1350, dtype: float64"
54,1.0
55,1.0
56,1.0
57,"0    0.0
Name: 1239, dtype: float64"
58,1.0
59,1.0
60,"0    0.0
Name: 921, dtype: float64"
61,"0    0.0
Name: 972, dtype: float64"
62,"0    0.0
Name: 557, dtype: float64"
63,"0    0.0
Name: 1052, dtype: float64"
64,"0    0.0
Name: 84, dtype: float64"
65,"0    0.0
Name: 1672, dtype: float64"
66,"0    0.0
Name: 1516, dtype: float64"
67,1.0
68,"0    0.0
Name: 1211, dtype: float64"
69,"0    0.0
Name: 475, dtype: float64"
70,"0    0.0
Name: 867, dtype: float64"
71,"0    0.0
Name: 1694, dtype: float64"
72,"0    0.0
Name: 755, dtype: float64"
73,1.0
74,1.0
75,"0    0.0
Name: 1164, dtype: float64"
76,"0    0.0
Name: 1620, dtype: float64"
77,"0    0.0
Name: 108, dtype: float64"
78,"0    0.0
Name: 1081, dtype: float64"
79,"0    0.0
Name: 682, dtype: float64"
80,1.0
81,1.0
82,1.0
83,"0    0.0
Name: 1404, dtype: float64"
84,"0    0.0
Name: 1546, dtype: float64"
85,"0    0.0
Name: 1775, dtype: float64"
86,"0    0.0
Name: 61, dtype: float64"
87,"0    0.0
Name: 632, dtype: float64"
88,1.0
89,"0    0.0
Name: 528, dtype: float64"
90,1.0
91,1.0
92,"0    0.0
Name: 1426, dtype: float64"
93,1.0
94,1.0
95,1.0
96,1.0
97,"0    0.0
Name: 730, dtype: float64"
98,"0    0.0
Name: 201, dtype: float64"
99,1.0
100,"0    0.0
Name: 577, dtype: float64"
101,1.0
102,"0    0.0
Name: 1186, dtype: float64"
103,"0    0.0
Name: 1134, dtype: float64"
104,"0    0.0
Name: 1447, dtype: float64"
105,"0    0.0
Name: 41, dtype: float64"
106,"0    0.0
Name: 175, dtype: float64"
107,1.0
108,"0    0.0
Name: 291, dtype: float64"
109,1.0
110,"0    0.0
Name: 1022, dtype: float64"
111,"0    0.0
Name: 658, dtype: float64"
112,"0    0.0
Name: 128, dtype: float64"
