,0
0,"0    0.0
Name: 682, dtype: float64"
1,"0    0.0
Name: 1302, dtype: float64"
2,"0    0.0
Name: 1180, dtype: float64"
3,"0    0.0
Name: 1327, dtype: float64"
4,"0    0.0
Name: 1777, dtype: float64"
5,1.0
6,"0    0.0
Name: 1101, dtype: float64"
7,"0    0.0
Name: 57, dtype: float64"
8,"0    0.0
Name: 338, dtype: float64"
9,"0    0.0
Name: 1677, dtype: float64"
10,"0    0.0
Name: 1356, dtype: float64"
11,1.0
12,"0    0.0
Name: 999, dtype: float64"
13,"0    0.0
Name: 788, dtype: float64"
14,"0    0.0
Name: 1406, dtype: float64"
15,1.0
16,1.0
17,1.0
18,1.0
19,"0    0.0
Name: 636, dtype: float64"
20,"0    0.0
Name: 1704, dtype: float64"
21,"0    0.0
Name: 894, dtype: float64"
22,1.0
23,"0    0.0
Name: 1453, dtype: float64"
24,"0    0.0
Name: 1255, dtype: float64"
25,"0    0.0
Name: 367, dtype: float64"
26,"0    0.0
Name: 974, dtype: float64"
27,"0    0.0
Name: 1576, dtype: float64"
28,1.0
29,"0    0.0
Name: 1937, dtype: float64"
30,1.0
31,"0    0.0
Name: 759, dtype: float64"
32,"0    0.0
Name: 271, dtype: float64"
33,"0    0.0
Name: 244, dtype: float64"
34,1.0
35,"0    0.0
Name: 1481, dtype: float64"
36,1.0
37,1.0
38,"0    0.0
Name: 1536, dtype: float64"
39,"0    0.0
Name: 1506, dtype: float64"
40,1.0
41,"0    0.0
Name: 1602, dtype: float64"
42,1.0
43,"0    0.0
Name: 493, dtype: float64"
44,1.0
45,"0    0.0
Name: 416, dtype: float64"
46,1.0
47,1.0
48,"0    0.0
Name: 947, dtype: float64"
49,"0    0.0
Name: 1958, dtype: float64"
50,"0    0.0
Name: 128, dtype: float64"
51,1.0
52,"0    0.0
Name: 852, dtype: float64"
53,"0    0.0
Name: 87, dtype: float64"
54,1.0
55,"0    1.0
Name: 872, dtype: float64"
56,"0    0.0
Name: 1429, dtype: float64"
57,1.0
58,1.0
59,"0    0.0
Name: 812, dtype: float64"
60,"0    0.0
Name: 1383, dtype: float64"
61,"0    0.0
Name: 443, dtype: float64"
62,"0    0.0
Name: 832, dtype: float64"
63,1.0
64,1.0
65,"0    0.0
Name: 516, dtype: float64"
66,"0    0.0
Name: 396, dtype: float64"
67,1.0
68,"0    0.0
Name: 1656, dtype: float64"
69,1.0
70,"0    0.0
Name: 1798, dtype: float64"
71,"0    0.0
Name: 36, dtype: float64"
72,1.0
73,"0    0.0
Name: 1728, dtype: float64"
74,"0    0.0
Name: 613, dtype: float64"
75,1.0
76,"0    0.0
Name: 1131, dtype: float64"
77,"0    0.0
Name: 708, dtype: float64"
78,"0    0.0
Name: 1556, dtype: float64"
79,"0    0.0
Name: 588, dtype: float64"
80,1.0
81,"0    0.0
Name: 107, dtype: float64"
82,"0    0.0
Name: 1027, dtype: float64"
83,1.0
84,"0    0.0
Name: 736, dtype: float64"
85,"0    0.0
Name: 1072, dtype: float64"
86,"0    0.0
Name: 463, dtype: float64"
87,1.0
88,"0    0.0
Name: 565, dtype: float64"
89,1.0
90,"0    0.0
Name: 1230, dtype: float64"
91,1.0
92,1.0
93,"0    0.0
Name: 1824, dtype: float64"
94,"0    0.0
Name: 1853, dtype: float64"
95,"0    0.0
Name: 176, dtype: float64"
96,1.0
97,"0    0.0
Name: 918, dtype: float64"
98,1.0
99,"0    0.0
Name: 543, dtype: float64"
100,"0    0.0
Name: 1153, dtype: float64"
101,"0    0.0
Name: 1757, dtype: float64"
102,1.0
103,1.0
104,1.0
105,"0    0.0
Name: 2008, dtype: float64"
106,1.0
107,"0    0.0
Name: 1050, dtype: float64"
108,1.0
109,1.0
110,"0    0.0
Name: 293, dtype: float64"
111,"0    0.0
Name: 12, dtype: float64"
112,"0    0.0
Name: 1632, dtype: float64"
113,"0    0.0
Name: 1981, dtype: float64"
114,"0    0.0
Name: 2035, dtype: float64"
115,1.0
116,"0    0.0
Name: 1883, dtype: float64"
117,1.0
118,1.0
119,1.0
120,"0    0.0
Name: 196, dtype: float64"
121,"0    0.0
Name: 1279, dtype: float64"
122,"0    0.0
Name: 155, dtype: float64"
123,"0    0.0
Name: 221, dtype: float64"
124,"0    0.0
Name: 661, dtype: float64"
125,"0    0.0
Name: 1203, dtype: float64"
126,1.0
127,1.0
128,"0    0.0
Name: 1908, dtype: float64"
129,"0    0.0
Name: 318, dtype: float64"
