,0
0,"0    0.0
Name: 77, dtype: float64"
1,"0    0.0
Name: 1110, dtype: float64"
2,"0    0.0
Name: 47, dtype: float64"
3,"0    0.0
Name: 1857, dtype: float64"
4,"0    0.0
Name: 1793, dtype: float64"
5,"0    0.0
Name: 1183, dtype: float64"
6,"0    0.0
Name: 844, dtype: float64"
7,"0    0.0
Name: 1420, dtype: float64"
8,"0    0.0
Name: 1390, dtype: float64"
9,1.0
10,"0    0.0
Name: 1574, dtype: float64"
11,"0    0.0
Name: 1547, dtype: float64"
12,"0    0.0
Name: 1031, dtype: float64"
13,1.0
14,1.0
15,1.0
16,"0    0.0
Name: 815, dtype: float64"
17,"0    0.0
Name: 1238, dtype: float64"
18,"0    1.0
Name: 1295, dtype: float64"
19,1.0
20,"0    0.0
Name: 484, dtype: float64"
21,"0    0.0
Name: 399, dtype: float64"
22,1.0
23,"0    1.0
Name: 1648, dtype: float64"
24,"0    0.0
Name: 578, dtype: float64"
25,"0    0.0
Name: 745, dtype: float64"
26,1.0
27,1.0
28,"0    0.0
Name: 419, dtype: float64"
29,1.0
30,1.0
31,1.0
32,"0    0.0
Name: 1880, dtype: float64"
33,"0    0.0
Name: 1837, dtype: float64"
34,"0    0.0
Name: 1084, dtype: float64"
35,"0    0.0
Name: 554, dtype: float64"
36,"0    0.0
Name: 1489, dtype: float64"
37,"0    0.0
Name: 873, dtype: float64"
38,"0    0.0
Name: 948, dtype: float64"
39,1.0
40,1.0
41,"0    0.0
Name: 792, dtype: float64"
42,"0    0.0
Name: 1266, dtype: float64"
43,"0    0.0
Name: 1674, dtype: float64"
44,"0    0.0
Name: 321, dtype: float64"
45,1.0
46,"0    0.0
Name: 174, dtype: float64"
47,1.0
48,1.0
49,1.0
50,"0    0.0
Name: 1961, dtype: float64"
51,"0    0.0
Name: 300, dtype: float64"
52,"0    0.0
Name: 1157, dtype: float64"
53,1.0
54,"0    0.0
Name: 439, dtype: float64"
55,1.0
56,"0    0.0
Name: 1519, dtype: float64"
57,1.0
58,"0    0.0
Name: 510, dtype: float64"
59,"0    0.0
Name: 920, dtype: float64"
60,"0    0.0
Name: 1137, dtype: float64"
61,"0    0.0
Name: 722, dtype: float64"
62,1.0
63,"0    0.0
Name: 350, dtype: float64"
64,"0    0.0
Name: 608, dtype: float64"
65,1.0
66,"0    0.0
Name: 673, dtype: float64"
67,1.0
68,"0    0.0
Name: 1210, dtype: float64"
69,"0    0.0
Name: 1933, dtype: float64"
70,1.0
71,1.0
72,1.0
73,"0    0.0
Name: 1620, dtype: float64"
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,"0    0.0
Name: 533, dtype: float64"
82,"0    0.0
Name: 1467, dtype: float64"
83,"0    0.0
Name: 198, dtype: float64"
84,"0    0.0
Name: 17, dtype: float64"
85,"0    0.0
Name: 149, dtype: float64"
86,"0    0.0
Name: 1909, dtype: float64"
87,"0    0.0
Name: 1060, dtype: float64"
88,1.0
89,"0    0.0
Name: 1001, dtype: float64"
90,1.0
91,1.0
92,"0    0.0
Name: 462, dtype: float64"
93,"0    0.0
Name: 1596, dtype: float64"
94,1.0
95,"0    1.0
Name: 894, dtype: float64"
96,"0    0.0
Name: 653, dtype: float64"
97,"0    0.0
Name: 628, dtype: float64"
98,"0    0.0
Name: 1748, dtype: float64"
99,1.0
100,"0    0.0
Name: 378, dtype: float64"
101,"0    0.0
Name: 129, dtype: float64"
102,"0    0.0
Name: 699, dtype: float64"
103,"0    0.0
Name: 768, dtype: float64"
104,"0    0.0
Name: 1346, dtype: float64"
105,"0    0.0
Name: 1702, dtype: float64"
106,1.0
107,"0    0.0
Name: 1815, dtype: float64"
108,1.0
109,"0    0.0
Name: 250, dtype: float64"
110,"0    0.0
Name: 272, dtype: float64"
111,"0    0.0
Name: 99, dtype: float64"
112,"0    0.0
Name: 1728, dtype: float64"
113,1.0
114,"0    0.0
Name: 972, dtype: float64"
115,"0    0.0
Name: 1441, dtype: float64"
116,"0    0.0
Name: 1769, dtype: float64"
117,1.0
118,"0    0.0
Name: 1369, dtype: float64"
119,"0    0.0
Name: 1318, dtype: float64"
120,"0    0.0
Name: 228, dtype: float64"
