,0
0,"0    0.0
Name: 11, dtype: float64"
1,"0    0.0
Name: 398, dtype: float64"
2,1.0
3,1.0
4,"0    0.0
Name: 1352, dtype: float64"
5,1.0
6,"0    0.0
Name: 301, dtype: float64"
7,"0    0.0
Name: 972, dtype: float64"
8,1.0
9,"0    0.0
Name: 444, dtype: float64"
10,"0    0.0
Name: 1172, dtype: float64"
11,"0    0.0
Name: 255, dtype: float64"
12,1.0
13,"0    0.0
Name: 839, dtype: float64"
14,"0    0.0
Name: 1124, dtype: float64"
15,1.0
16,"0    0.0
Name: 1202, dtype: float64"
17,"0    0.0
Name: 1227, dtype: float64"
18,"0    0.0
Name: 276, dtype: float64"
19,1.0
20,"0    0.0
Name: 765, dtype: float64"
21,"0    0.0
Name: 502, dtype: float64"
22,"0    0.0
Name: 424, dtype: float64"
23,1.0
24,1.0
25,"0    0.0
Name: 1306, dtype: float64"
26,"0    0.0
Name: 692, dtype: float64"
27,"0    0.0
Name: 922, dtype: float64"
28,"0    0.0
Name: 998, dtype: float64"
29,"0    0.0
Name: 1495, dtype: float64"
30,1.0
31,1.0
32,"0    0.0
Name: 672, dtype: float64"
33,"0    0.0
Name: 1808, dtype: float64"
34,"0    0.0
Name: 1717, dtype: float64"
35,"0    0.0
Name: 159, dtype: float64"
36,"0    0.0
Name: 35, dtype: float64"
37,1.0
38,1.0
39,1.0
40,1.0
41,"0    0.0
Name: 814, dtype: float64"
42,"0    0.0
Name: 1447, dtype: float64"
43,"0    0.0
Name: 181, dtype: float64"
44,1.0
45,"0    0.0
Name: 83, dtype: float64"
46,"0    0.0
Name: 531, dtype: float64"
47,"0    0.0
Name: 55, dtype: float64"
48,1.0
49,1.0
50,1.0
51,1.0
52,"0    0.0
Name: 789, dtype: float64"
53,1.0
54,"0    0.0
Name: 1786, dtype: float64"
55,1.0
56,"0    0.0
Name: 1670, dtype: float64"
57,1.0
58,"0    0.0
Name: 627, dtype: float64"
59,"0    0.0
Name: 743, dtype: float64"
60,"0    0.0
Name: 1326, dtype: float64"
61,1.0
62,"0    0.0
Name: 1427, dtype: float64"
63,"0    0.0
Name: 1256, dtype: float64"
64,"0    0.0
Name: 582, dtype: float64"
65,1.0
66,1.0
67,1.0
68,1.0
69,"0    0.0
Name: 1145, dtype: float64"
70,"0    0.0
Name: 1550, dtype: float64"
71,"0    0.0
Name: 650, dtype: float64"
72,"0    0.0
Name: 1054, dtype: float64"
73,"0    1.0
Name: 1379, dtype: float64"
74,"0    0.0
Name: 1648, dtype: float64"
75,1.0
76,"0    0.0
Name: 233, dtype: float64"
77,"0    0.0
Name: 1693, dtype: float64"
78,1.0
79,1.0
80,1.0
81,"0    0.0
Name: 1406, dtype: float64"
82,1.0
83,1.0
84,"0    0.0
Name: 1743, dtype: float64"
85,"0    0.0
Name: 868, dtype: float64"
86,1.0
87,"0    0.0
Name: 719, dtype: float64"
88,"0    0.0
Name: 352, dtype: float64"
89,"0    0.0
Name: 473, dtype: float64"
90,"0    0.0
Name: 897, dtype: float64"
91,1.0
92,1.0
93,"0    0.0
Name: 1628, dtype: float64"
94,"0    0.0
Name: 607, dtype: float64"
95,1.0
96,"0    0.0
Name: 1025, dtype: float64"
97,1.0
98,1.0
99,"0    0.0
Name: 138, dtype: float64"
100,1.0
101,"0    0.0
Name: 558, dtype: float64"
102,"0    0.0
Name: 322, dtype: float64"
103,"0    0.0
Name: 1474, dtype: float64"
104,"0    0.0
Name: 109, dtype: float64"
105,"0    0.0
Name: 1276, dtype: float64"
106,"0    0.0
Name: 374, dtype: float64"
107,"0    0.0
Name: 1766, dtype: float64"
108,"0    0.0
Name: 1599, dtype: float64"
109,1.0
110,"0    0.0
Name: 945, dtype: float64"
111,"0    0.0
Name: 1577, dtype: float64"
112,1.0
113,1.0
114,1.0
115,"0    0.0
Name: 1075, dtype: float64"
116,"0    0.0
Name: 1525, dtype: float64"
117,"0    0.0
Name: 1838, dtype: float64"
118,"0    0.0
Name: 1103, dtype: float64"
119,"0    0.0
Name: 208, dtype: float64"
