,0
0,"0    0.0
Name: 209, dtype: float64"
1,1.0
2,1.0
3,"0    0.0
Name: 542, dtype: float64"
4,"0    0.0
Name: 116, dtype: float64"
5,"0    0.0
Name: 66, dtype: float64"
6,1.0
7,"0    0.0
Name: 1446, dtype: float64"
8,1.0
9,1.0
10,"0    0.0
Name: 145, dtype: float64"
11,"0    1.0
Name: 1606, dtype: float64"
12,"0    0.0
Name: 295, dtype: float64"
13,1.0
14,"0    0.0
Name: 319, dtype: float64"
15,1.0
16,1.0
17,"0    0.0
Name: 1061, dtype: float64"
18,1.0
19,1.0
20,"0    0.0
Name: 2101, dtype: float64"
21,1.0
22,"0    0.0
Name: 694, dtype: float64"
23,"0    0.0
Name: 1943, dtype: float64"
24,"0    0.0
Name: 1818, dtype: float64"
25,"0    0.0
Name: 667, dtype: float64"
26,1.0
27,"0    0.0
Name: 1576, dtype: float64"
28,"0    0.0
Name: 1861, dtype: float64"
29,"0    0.0
Name: 2029, dtype: float64"
30,"0    0.0
Name: 1528, dtype: float64"
31,1.0
32,1.0
33,"0    0.0
Name: 1416, dtype: float64"
34,"0    0.0
Name: 2003, dtype: float64"
35,"0    0.0
Name: 826, dtype: float64"
36,"0    0.0
Name: 496, dtype: float64"
37,1.0
38,"0    0.0
Name: 1263, dtype: float64"
39,1.0
40,"0    0.0
Name: 715, dtype: float64"
41,"0    0.0
Name: 1470, dtype: float64"
42,"0    0.0
Name: 565, dtype: float64"
43,"0    0.0
Name: 1389, dtype: float64"
44,1.0
45,"0    0.0
Name: 238, dtype: float64"
46,1.0
47,1.0
48,"0    0.0
Name: 1791, dtype: float64"
49,1.0
50,1.0
51,1.0
52,"0    0.0
Name: 1208, dtype: float64"
53,"0    0.0
Name: 443, dtype: float64"
54,"0    0.0
Name: 1973, dtype: float64"
55,1.0
56,1.0
57,"0    0.0
Name: 638, dtype: float64"
58,"0    0.0
Name: 797, dtype: float64"
59,"0    0.0
Name: 1233, dtype: float64"
60,"0    0.0
Name: 1105, dtype: float64"
61,"0    0.0
Name: 1715, dtype: float64"
62,"0    0.0
Name: 1132, dtype: float64"
63,"0    1.0
Name: 41, dtype: float64"
64,"0    0.0
Name: 1500, dtype: float64"
65,1.0
66,1.0
67,1.0
68,1.0
69,"0    0.0
Name: 1770, dtype: float64"
70,1.0
71,"0    0.0
Name: 399, dtype: float64"
72,"0    0.0
Name: 1890, dtype: float64"
73,1.0
74,1.0
75,"0    0.0
Name: 372, dtype: float64"
76,"0    0.0
Name: 879, dtype: float64"
77,"0    0.0
Name: 932, dtype: float64"
78,"0    0.0
Name: 189, dtype: float64"
79,"0    0.0
Name: 1160, dtype: float64"
80,1.0
81,"0    0.0
Name: 988, dtype: float64"
82,"0    0.0
Name: 1082, dtype: float64"
83,1.0
84,"0    0.0
Name: 1549, dtype: float64"
85,"0    0.0
Name: 741, dtype: float64"
86,1.0
87,"0    0.0
Name: 2053, dtype: float64"
88,"0    0.0
Name: 1008, dtype: float64"
89,"0    0.0
Name: 421, dtype: float64"
90,1.0
91,"0    0.0
Name: 1317, dtype: float64"
92,1.0
93,1.0
94,"0    0.0
Name: 1036, dtype: float64"
95,"0    0.0
Name: 2130, dtype: float64"
96,"0    0.0
Name: 1293, dtype: float64"
97,1.0
98,1.0
99,"0    0.0
Name: 346, dtype: float64"
100,"0    0.0
Name: 1182, dtype: float64"
101,"0    0.0
Name: 1634, dtype: float64"
102,"0    0.0
Name: 1339, dtype: float64"
103,"0    0.0
Name: 1658, dtype: float64"
104,"0    0.0
Name: 849, dtype: float64"
105,"0    0.0
Name: 614, dtype: float64"
106,"0    0.0
Name: 266, dtype: float64"
107,"0    0.0
Name: 1840, dtype: float64"
108,"0    0.0
Name: 518, dtype: float64"
109,1.0
110,"0    0.0
Name: 1685, dtype: float64"
111,"0    0.0
Name: 86, dtype: float64"
112,1.0
113,"0    0.0
Name: 587, dtype: float64"
114,"0    0.0
Name: 471, dtype: float64"
115,1.0
116,"0    0.0
Name: 770, dtype: float64"
117,1.0
118,"0    0.0
Name: 168, dtype: float64"
119,"0    0.0
Name: 959, dtype: float64"
120,1.0
121,"0    0.0
Name: 905, dtype: float64"
122,"0    0.0
Name: 12, dtype: float64"
123,"0    0.0
Name: 2076, dtype: float64"
124,1.0
125,"0    0.0
Name: 1361, dtype: float64"
126,1.0
127,"0    0.0
Name: 1913, dtype: float64"
128,"0    0.0
Name: 1741, dtype: float64"
129,1.0
