,0
0,"0    0.0
Name: 652, dtype: float64"
1,1.0
2,1.0
3,"0    0.0
Name: 798, dtype: float64"
4,"0    0.0
Name: 1389, dtype: float64"
5,"0    0.0
Name: 208, dtype: float64"
6,1.0
7,1.0
8,"0    0.0
Name: 601, dtype: float64"
9,1.0
10,"0    0.0
Name: 1880, dtype: float64"
11,"0    0.0
Name: 1176, dtype: float64"
12,"0    0.0
Name: 676, dtype: float64"
13,"0    0.0
Name: 1156, dtype: float64"
14,"0    0.0
Name: 880, dtype: float64"
15,1.0
16,1.0
17,"0    0.0
Name: 1201, dtype: float64"
18,"0    0.0
Name: 1485, dtype: float64"
19,1.0
20,1.0
21,"0    0.0
Name: 1077, dtype: float64"
22,"0    0.0
Name: 1622, dtype: float64"
23,"0    0.0
Name: 381, dtype: float64"
24,"0    0.0
Name: 749, dtype: float64"
25,1.0
26,"0    0.0
Name: 828, dtype: float64"
27,"0    0.0
Name: 1364, dtype: float64"
28,"0    0.0
Name: 1055, dtype: float64"
29,"0    0.0
Name: 1539, dtype: float64"
30,1.0
31,"0    0.0
Name: 1223, dtype: float64"
32,"0    0.0
Name: 1104, dtype: float64"
33,"0    0.0
Name: 1566, dtype: float64"
34,"0    0.0
Name: 178, dtype: float64"
35,"0    0.0
Name: 1850, dtype: float64"
36,"0    0.0
Name: 92, dtype: float64"
37,"0    0.0
Name: 1343, dtype: float64"
38,"0    0.0
Name: 1294, dtype: float64"
39,1.0
40,"0    0.0
Name: 1728, dtype: float64"
41,"0    0.0
Name: 1800, dtype: float64"
42,1.0
43,1.0
44,"0    0.0
Name: 477, dtype: float64"
45,"0    0.0
Name: 276, dtype: float64"
46,"0    0.0
Name: 405, dtype: float64"
47,"0    0.0
Name: 962, dtype: float64"
48,1.0
49,"0    0.0
Name: 352, dtype: float64"
50,"0    0.0
Name: 457, dtype: float64"
51,"0    0.0
Name: 255, dtype: float64"
52,1.0
53,1.0
54,"0    0.0
Name: 992, dtype: float64"
55,1.0
56,1.0
57,"0    0.0
Name: 432, dtype: float64"
58,"0    1.0
Name: 854, dtype: float64"
59,1.0
60,1.0
61,"0    0.0
Name: 1014, dtype: float64"
62,1.0
63,"0    0.0
Name: 773, dtype: float64"
64,1.0
65,"0    0.0
Name: 556, dtype: float64"
66,"0    0.0
Name: 1131, dtype: float64"
67,1.0
68,"0    0.0
Name: 1754, dtype: float64"
69,"0    0.0
Name: 1412, dtype: float64"
70,"0    0.0
Name: 15, dtype: float64"
71,"0    0.0
Name: 932, dtype: float64"
72,1.0
73,"0    0.0
Name: 1592, dtype: float64"
74,1.0
75,"0    0.0
Name: 631, dtype: float64"
76,1.0
77,"0    0.0
Name: 910, dtype: float64"
78,1.0
79,"0    0.0
Name: 699, dtype: float64"
80,"0    0.0
Name: 45, dtype: float64"
81,"0    0.0
Name: 149, dtype: float64"
82,1.0
83,"0    0.0
Name: 65, dtype: float64"
84,1.0
85,1.0
86,1.0
87,"0    0.0
Name: 1679, dtype: float64"
88,"0    0.0
Name: 1774, dtype: float64"
89,"0    0.0
Name: 323, dtype: float64"
90,"0    0.0
Name: 1824, dtype: float64"
91,"0    1.0
Name: 1461, dtype: float64"
92,"0    0.0
Name: 1270, dtype: float64"
93,"0    0.0
Name: 297, dtype: float64"
94,"0    0.0
Name: 505, dtype: float64"
95,1.0
96,"0    0.0
Name: 528, dtype: float64"
97,"0    0.0
Name: 120, dtype: float64"
98,"0    0.0
Name: 728, dtype: float64"
99,"0    0.0
Name: 231, dtype: float64"
100,1.0
101,"0    0.0
Name: 1034, dtype: float64"
102,1.0
103,"0    0.0
Name: 580, dtype: float64"
104,1.0
105,1.0
106,1.0
107,"0    0.0
Name: 1435, dtype: float64"
108,1.0
109,1.0
110,"0    0.0
Name: 1512, dtype: float64"
111,"0    0.0
Name: 1650, dtype: float64"
112,1.0
113,"0    0.0
Name: 1703, dtype: float64"
114,1.0
115,1.0
116,"0    0.0
Name: 1247, dtype: float64"
117,"0    0.0
Name: 1319, dtype: float64"
