,0
0,"0    1.0
Name: 1603, dtype: float64"
1,"0    0.0
Name: 2345, dtype: float64"
2,1.0
3,1.0
4,1.0
5,"0    0.0
Name: 255, dtype: float64"
6,"0    0.0
Name: 2373, dtype: float64"
7,"0    0.0
Name: 1128, dtype: float64"
8,"0    0.0
Name: 2155, dtype: float64"
9,"0    0.0
Name: 1408, dtype: float64"
10,1.0
11,"0    0.0
Name: 489, dtype: float64"
12,"0    0.0
Name: 2320, dtype: float64"
13,1.0
14,1.0
15,"0    0.0
Name: 891, dtype: float64"
16,1.0
17,1.0
18,1.0
19,"0    0.0
Name: 2234, dtype: float64"
20,"0    0.0
Name: 1581, dtype: float64"
21,1.0
22,"0    0.0
Name: 641, dtype: float64"
23,1.0
24,1.0
25,1.0
26,"0    0.0
Name: 463, dtype: float64"
27,"0    0.0
Name: 135, dtype: float64"
28,1.0
29,1.0
30,1.0
31,"0    0.0
Name: 2552, dtype: float64"
32,1.0
33,"0    0.0
Name: 2096, dtype: float64"
34,1.0
35,1.0
36,"0    0.0
Name: 743, dtype: float64"
37,"0    0.0
Name: 1743, dtype: float64"
38,"0    0.0
Name: 2125, dtype: float64"
39,"0    0.0
Name: 1076, dtype: float64"
40,"0    0.0
Name: 2290, dtype: float64"
41,"0    0.0
Name: 1865, dtype: float64"
42,1.0
43,"0    0.0
Name: 1557, dtype: float64"
44,"0    0.0
Name: 362, dtype: float64"
45,"0    0.0
Name: 1253, dtype: float64"
46,1.0
47,"0    0.0
Name: 282, dtype: float64"
48,1.0
49,"0    0.0
Name: 989, dtype: float64"
50,"0    0.0
Name: 2650, dtype: float64"
51,1.0
52,"0    0.0
Name: 2671, dtype: float64"
53,"0    0.0
Name: 1790, dtype: float64"
54,"0    0.0
Name: 1694, dtype: float64"
55,1.0
56,1.0
57,"0    0.0
Name: 113, dtype: float64"
58,1.0
59,"0    0.0
Name: 1946, dtype: float64"
60,1.0
61,1.0
62,"0    0.0
Name: 1645, dtype: float64"
63,"0    1.0
Name: 938, dtype: float64"
64,1.0
65,"0    0.0
Name: 848, dtype: float64"
66,1.0
67,1.0
68,"0    0.0
Name: 65, dtype: float64"
69,1.0
70,"0    0.0
Name: 440, dtype: float64"
71,1.0
72,1.0
73,"0    0.0
Name: 1282, dtype: float64"
74,"0    0.0
Name: 2448, dtype: float64"
75,"0    0.0
Name: 2699, dtype: float64"
76,"0    0.0
Name: 87, dtype: float64"
77,"0    0.0
Name: 1386, dtype: float64"
78,"0    0.0
Name: 2001, dtype: float64"
79,1.0
80,1.0
81,"0    0.0
Name: 2073, dtype: float64"
82,1.0
83,1.0
84,"0    0.0
Name: 2598, dtype: float64"
