,0
0,"0    0.0
Name: 1948, dtype: float64"
1,1.0
2,"0    0.0
Name: 1519, dtype: float64"
3,"0    0.0
Name: 15, dtype: float64"
4,1.0
5,1.0
6,"0    0.0
Name: 1066, dtype: float64"
7,"0    0.0
Name: 812, dtype: float64"
8,1.0
9,1.0
10,"0    0.0
Name: 1206, dtype: float64"
11,"0    0.0
Name: 135, dtype: float64"
12,1.0
13,1.0
14,"0    0.0
Name: 1973, dtype: float64"
15,"0    0.0
Name: 917, dtype: float64"
16,1.0
17,"0    0.0
Name: 407, dtype: float64"
18,"0    0.0
Name: 386, dtype: float64"
19,1.0
20,1.0
21,"0    0.0
Name: 1408, dtype: float64"
22,"0    0.0
Name: 1288, dtype: float64"
23,1.0
24,"0    0.0
Name: 1489, dtype: float64"
25,"0    0.0
Name: 889, dtype: float64"
26,"0    0.0
Name: 85, dtype: float64"
27,"0    1.0
Name: 2021, dtype: float64"
28,"0    0.0
Name: 669, dtype: float64"
29,"0    0.0
Name: 1720, dtype: float64"
30,"0    0.0
Name: 837, dtype: float64"
31,"0    0.0
Name: 1544, dtype: float64"
32,"0    0.0
Name: 1261, dtype: float64"
33,"0    0.0
Name: 1015, dtype: float64"
34,1.0
35,1.0
36,"0    0.0
Name: 613, dtype: float64"
37,"0    0.0
Name: 1381, dtype: float64"
38,1.0
39,"0    0.0
Name: 1792, dtype: float64"
40,"0    1.0
Name: 1043, dtype: float64"
41,"0    0.0
Name: 861, dtype: float64"
42,"0    0.0
Name: 1645, dtype: float64"
43,"0    0.0
Name: 1822, dtype: float64"
44,"0    0.0
Name: 1123, dtype: float64"
45,"0    0.0
Name: 363, dtype: float64"
46,1.0
47,"0    1.0
Name: 940, dtype: float64"
48,1.0
49,"0    0.0
Name: 641, dtype: float64"
50,1.0
51,"0    0.0
Name: 1742, dtype: float64"
52,"0    1.0
Name: 1309, dtype: float64"
53,1.0
54,"0    0.0
Name: 1151, dtype: float64"
55,"0    0.0
Name: 1618, dtype: float64"
56,1.0
57,"0    0.0
Name: 988, dtype: float64"
58,"0    0.0
Name: 1178, dtype: float64"
59,"0    0.0
Name: 536, dtype: float64"
60,1.0
61,1.0
62,"0    0.0
Name: 260, dtype: float64"
63,1.0
64,1.0
65,1.0
66,"0    0.0
Name: 1697, dtype: float64"
67,"0    0.0
Name: 62, dtype: float64"
68,1.0
69,"0    0.0
Name: 234, dtype: float64"
70,1.0
71,1.0
72,1.0
73,"0    0.0
Name: 1234, dtype: float64"
74,"0    0.0
Name: 720, dtype: float64"
75,1.0
76,1.0
77,"0    0.0
Name: 589, dtype: float64"
78,1.0
79,"0    0.0
Name: 1096, dtype: float64"
80,"0    0.0
Name: 1874, dtype: float64"
81,"0    0.0
Name: 694, dtype: float64"
82,1.0
83,"0    0.0
Name: 1463, dtype: float64"
84,"0    0.0
Name: 106, dtype: float64"
85,"0    0.0
Name: 961, dtype: float64"
86,"0    0.0
Name: 430, dtype: float64"
87,1.0
88,1.0
89,"0    0.0
Name: 484, dtype: float64"
90,"0    0.0
Name: 744, dtype: float64"
91,"0    0.0
Name: 1564, dtype: float64"
92,"0    0.0
Name: 212, dtype: float64"
93,"0    0.0
Name: 1900, dtype: float64"
94,1.0
95,1.0
96,1.0
97,"0    0.0
Name: 1667, dtype: float64"
98,"0    0.0
Name: 185, dtype: float64"
99,1.0
100,1.0
101,"0    0.0
Name: 1592, dtype: float64"
102,"0    0.0
Name: 289, dtype: float64"
103,"0    0.0
Name: 318, dtype: float64"
104,1.0
105,1.0
106,1.0
107,1.0
108,"0    0.0
Name: 769, dtype: float64"
109,1.0
110,"0    0.0
Name: 1848, dtype: float64"
111,"0    0.0
Name: 342, dtype: float64"
112,"0    0.0
Name: 458, dtype: float64"
113,1.0
114,"0    0.0
Name: 1993, dtype: float64"
115,"0    0.0
Name: 1433, dtype: float64"
116,"0    0.0
Name: 1332, dtype: float64"
117,"0    0.0
Name: 37, dtype: float64"
118,1.0
119,"0    0.0
Name: 161, dtype: float64"
120,"0    0.0
Name: 1359, dtype: float64"
121,"0    0.0
Name: 565, dtype: float64"
122,"0    0.0
Name: 1767, dtype: float64"
123,1.0
124,"0    0.0
Name: 1923, dtype: float64"
125,"0    1.0
Name: 791, dtype: float64"
126,"0    0.0
Name: 511, dtype: float64"
