,0
0,"0    0.0
Name: 665, dtype: float64"
1,"0    0.0
Name: 1757, dtype: float64"
2,"0    0.0
Name: 979, dtype: float64"
3,"0    0.0
Name: 1389, dtype: float64"
4,1.0
5,"0    0.0
Name: 1488, dtype: float64"
6,"0    0.0
Name: 1342, dtype: float64"
7,"0    0.0
Name: 1418, dtype: float64"
8,"0    0.0
Name: 520, dtype: float64"
9,"0    0.0
Name: 12, dtype: float64"
10,1.0
11,1.0
12,1.0
13,"0    0.0
Name: 1225, dtype: float64"
14,"0    0.0
Name: 233, dtype: float64"
15,1.0
16,1.0
17,"0    0.0
Name: 206, dtype: float64"
18,"0    0.0
Name: 953, dtype: float64"
19,1.0
20,"0    0.0
Name: 1693, dtype: float64"
21,1.0
22,1.0
23,"0    0.0
Name: 1027, dtype: float64"
24,"0    1.0
Name: 418, dtype: float64"
25,"0    0.0
Name: 793, dtype: float64"
26,"0    0.0
Name: 1129, dtype: float64"
27,1.0
28,1.0
29,"0    0.0
Name: 1518, dtype: float64"
30,1.0
31,1.0
32,"0    0.0
Name: 1318, dtype: float64"
33,"0    0.0
Name: 867, dtype: float64"
34,"0    0.0
Name: 844, dtype: float64"
35,"0    0.0
Name: 570, dtype: float64"
36,1.0
37,"0    0.0
Name: 1100, dtype: float64"
38,"0    0.0
Name: 1268, dtype: float64"
39,"0    0.0
Name: 889, dtype: float64"
40,1.0
41,1.0
42,1.0
43,"0    0.0
Name: 747, dtype: float64"
44,1.0
45,1.0
46,"0    0.0
Name: 1204, dtype: float64"
47,"0    0.0
Name: 909, dtype: float64"
48,1.0
49,"0    0.0
Name: 641, dtype: float64"
50,"0    0.0
Name: 276, dtype: float64"
51,1.0
52,"0    0.0
Name: 1540, dtype: float64"
53,1.0
54,"0    0.0
Name: 695, dtype: float64"
55,1.0
56,"0    0.0
Name: 1825, dtype: float64"
57,"0    0.0
Name: 1803, dtype: float64"
58,"0    0.0
Name: 594, dtype: float64"
59,"0    0.0
Name: 770, dtype: float64"
60,"0    0.0
Name: 1246, dtype: float64"
61,"0    0.0
Name: 1641, dtype: float64"
62,"0    0.0
Name: 1780, dtype: float64"
63,1.0
64,1.0
65,"0    0.0
Name: 127, dtype: float64"
66,"0    0.0
Name: 1295, dtype: float64"
67,"0    0.0
Name: 37, dtype: float64"
68,"0    0.0
Name: 298, dtype: float64"
69,"0    0.0
Name: 1561, dtype: float64"
70,"0    0.0
Name: 1077, dtype: float64"
71,"0    0.0
Name: 105, dtype: float64"
72,1.0
73,"0    0.0
Name: 179, dtype: float64"
74,1.0
75,"0    0.0
Name: 253, dtype: float64"
76,"0    0.0
Name: 1179, dtype: float64"
77,1.0
78,1.0
79,1.0
80,"0    0.0
Name: 725, dtype: float64"
81,"0    0.0
Name: 1007, dtype: float64"
82,"0    0.0
Name: 1590, dtype: float64"
83,1.0
84,"0    0.0
Name: 1736, dtype: float64"
85,"0    0.0
Name: 541, dtype: float64"
86,1.0
87,"0    0.0
Name: 1664, dtype: float64"
88,"0    0.0
Name: 615, dtype: float64"
89,"0    0.0
Name: 491, dtype: float64"
90,1.0
91,"0    0.0
Name: 443, dtype: float64"
92,"0    0.0
Name: 1853, dtype: float64"
93,"0    0.0
Name: 933, dtype: float64"
94,1.0
95,"0    0.0
Name: 375, dtype: float64"
96,"0    0.0
Name: 156, dtype: float64"
97,"0    0.0
Name: 1440, dtype: float64"
98,"0    0.0
Name: 63, dtype: float64"
99,"0    0.0
Name: 353, dtype: float64"
100,"0    0.0
Name: 1054, dtype: float64"
101,"0    0.0
Name: 1613, dtype: float64"
102,"0    0.0
Name: 1716, dtype: float64"
103,"0    0.0
Name: 397, dtype: float64"
104,1.0
105,1.0
106,1.0
107,"0    0.0
Name: 326, dtype: float64"
108,"0    0.0
Name: 468, dtype: float64"
109,1.0
110,"0    0.0
Name: 822, dtype: float64"
111,1.0
112,"0    0.0
Name: 1464, dtype: float64"
113,1.0
114,"0    0.0
Name: 1153, dtype: float64"
115,"0    0.0
Name: 84, dtype: float64"
116,"0    0.0
Name: 1367, dtype: float64"
