,0
0,"0    0.0
Name: 1084, dtype: float64"
1,"0    0.0
Name: 1934, dtype: float64"
2,1.0
3,"0    0.0
Name: 1263, dtype: float64"
4,1.0
5,1.0
6,"0    0.0
Name: 662, dtype: float64"
7,1.0
8,1.0
9,"0    0.0
Name: 2125, dtype: float64"
10,"0    0.0
Name: 1987, dtype: float64"
11,"0    0.0
Name: 587, dtype: float64"
12,1.0
13,1.0
14,"0    0.0
Name: 778, dtype: float64"
15,"0    0.0
Name: 229, dtype: float64"
16,"0    0.0
Name: 1906, dtype: float64"
17,"0    1.0
Name: 86, dtype: float64"
18,1.0
19,1.0
20,"0    0.0
Name: 288, dtype: float64"
21,"0    0.0
Name: 163, dtype: float64"
22,"0    0.0
Name: 206, dtype: float64"
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,"0    0.0
Name: 258, dtype: float64"
31,"0    0.0
Name: 633, dtype: float64"
32,"0    0.0
Name: 1881, dtype: float64"
33,"0    0.0
Name: 1684, dtype: float64"
34,1.0
35,1.0
36,1.0
37,"0    0.0
Name: 1757, dtype: float64"
38,1.0
39,1.0
40,"0    0.0
Name: 137, dtype: float64"
41,1.0
42,"0    0.0
Name: 1728, dtype: float64"
43,1.0
44,1.0
45,"0    0.0
Name: 505, dtype: float64"
46,"0    0.0
Name: 611, dtype: float64"
47,1.0
48,"0    0.0
Name: 1707, dtype: float64"
49,"0    0.0
Name: 808, dtype: float64"
50,1.0
51,1.0
52,1.0
53,1.0
54,"0    0.0
Name: 1517, dtype: float64"
55,"0    0.0
Name: 758, dtype: float64"
56,"0    0.0
Name: 1543, dtype: float64"
57,"0    0.0
Name: 2176, dtype: float64"
58,1.0
59,"0    0.0
Name: 2438, dtype: float64"
60,1.0
61,"0    0.0
Name: 109, dtype: float64"
62,"0    1.0
Name: 833, dtype: float64"
63,1.0
64,"0    0.0
Name: 2306, dtype: float64"
65,1.0
66,"0    0.0
Name: 1832, dtype: float64"
67,"0    1.0
Name: 1237, dtype: float64"
68,"0    0.0
Name: 308, dtype: float64"
69,1.0
70,1.0
71,"0    0.0
Name: 1565, dtype: float64"
72,"0    0.0
Name: 18, dtype: float64"
73,1.0
74,"0    0.0
Name: 1785, dtype: float64"
75,1.0
76,"0    0.0
Name: 736, dtype: float64"
77,"0    0.0
Name: 715, dtype: float64"
78,"0    0.0
Name: 2200, dtype: float64"
79,"0    0.0
Name: 685, dtype: float64"
80,"0    0.0
Name: 186, dtype: float64"
81,1.0
82,"0    1.0
Name: 1487, dtype: float64"
83,1.0
84,"0    0.0
Name: 454, dtype: float64"
85,1.0
86,1.0
87,1.0
88,"0    0.0
Name: 2410, dtype: float64"
89,1.0
90,"0    0.0
Name: 1291, dtype: float64"
91,1.0
92,1.0
93,"0    0.0
Name: 1320, dtype: float64"
94,"0    0.0
Name: 982, dtype: float64"
95,1.0
96,1.0
97,1.0
98,1.0
99,"0    0.0
Name: 481, dtype: float64"
