,0
0,"0    0.0
Name: 2438, dtype: float64"
1,"0    0.0
Name: 2458, dtype: float64"
2,1.0
3,1.0
4,1.0
5,"0    0.0
Name: 1904, dtype: float64"
6,"0    0.0
Name: 1304, dtype: float64"
7,1.0
8,"0    0.0
Name: 353, dtype: float64"
9,"0    0.0
Name: 1781, dtype: float64"
10,"0    0.0
Name: 1429, dtype: float64"
11,1.0
12,"0    0.0
Name: 97, dtype: float64"
13,"0    0.0
Name: 2033, dtype: float64"
14,"0    0.0
Name: 2182, dtype: float64"
15,1.0
16,1.0
17,"0    0.0
Name: 1984, dtype: float64"
18,"0    0.0
Name: 1927, dtype: float64"
19,1.0
20,"0    0.0
Name: 2533, dtype: float64"
21,1.0
22,"0    0.0
Name: 1136, dtype: float64"
23,"0    0.0
Name: 424, dtype: float64"
24,1.0
25,"0    0.0
Name: 2240, dtype: float64"
26,1.0
27,1.0
28,1.0
29,"0    0.0
Name: 889, dtype: float64"
30,"0    0.0
Name: 2212, dtype: float64"
31,1.0
32,"0    0.0
Name: 506, dtype: float64"
33,1.0
34,"0    0.0
Name: 1753, dtype: float64"
35,1.0
36,"0    0.0
Name: 1879, dtype: float64"
37,"0    0.0
Name: 1230, dtype: float64"
38,1.0
39,1.0
40,1.0
41,1.0
42,"0    0.0
Name: 526, dtype: float64"
43,"0    1.0
Name: 1830, dtype: float64"
44,1.0
45,1.0
46,1.0
47,"0    0.0
Name: 1332, dtype: float64"
48,"0    0.0
Name: 1451, dtype: float64"
49,1.0
50,"0    0.0
Name: 1408, dtype: float64"
51,"0    0.0
Name: 2105, dtype: float64"
52,"0    0.0
Name: 331, dtype: float64"
53,"0    0.0
Name: 1680, dtype: float64"
54,"0    0.0
Name: 2008, dtype: float64"
55,1.0
56,"0    0.0
Name: 741, dtype: float64"
57,1.0
58,1.0
59,1.0
60,"0    0.0
Name: 610, dtype: float64"
61,1.0
62,1.0
63,"0    0.0
Name: 976, dtype: float64"
64,"0    0.0
Name: 1611, dtype: float64"
65,"0    0.0
Name: 303, dtype: float64"
66,"0    0.0
Name: 2478, dtype: float64"
67,"0    0.0
Name: 860, dtype: float64"
68,1.0
69,"0    0.0
Name: 837, dtype: float64"
