,0
0,"0    0.0
Name: 126, dtype: float64"
1,1.0
2,1.0
3,1.0
4,"0    0.0
Name: 362, dtype: float64"
5,"0    0.0
Name: 312, dtype: float64"
6,"0    0.0
Name: 389, dtype: float64"
7,1.0
8,"0    0.0
Name: 990, dtype: float64"
9,1.0
10,1.0
11,1.0
12,"0    0.0
Name: 792, dtype: float64"
13,"0    0.0
Name: 717, dtype: float64"
14,"0    0.0
Name: 743, dtype: float64"
15,"0    0.0
Name: 231, dtype: float64"
16,1.0
17,"0    0.0
Name: 411, dtype: float64"
18,"0    0.0
Name: 667, dtype: float64"
19,"0    0.0
Name: 176, dtype: float64"
20,"0    0.0
Name: 339, dtype: float64"
21,"0    0.0
Name: 75, dtype: float64"
22,"0    0.0
Name: 1090, dtype: float64"
23,1.0
24,1.0
25,1.0
26,"0    0.0
Name: 888, dtype: float64"
27,"0    0.0
Name: 820, dtype: float64"
28,1.0
29,"0    0.0
Name: 614, dtype: float64"
30,1.0
31,"0    0.0
Name: 465, dtype: float64"
32,1.0
33,"0    0.0
Name: 283, dtype: float64"
34,"0    0.0
Name: 689, dtype: float64"
35,"0    0.0
Name: 45, dtype: float64"
36,"0    0.0
Name: 440, dtype: float64"
37,"0    0.0
Name: 1045, dtype: float64"
38,"0    0.0
Name: 916, dtype: float64"
39,"0    0.0
Name: 542, dtype: float64"
40,"0    0.0
Name: 961, dtype: float64"
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,1.0
47,"0    0.0
Name: 255, dtype: float64"
48,"0    0.0
Name: 771, dtype: float64"
49,1.0
50,"0    0.0
Name: 586, dtype: float64"
51,1.0
52,1.0
53,1.0
54,1.0
55,"0    0.0
Name: 562, dtype: float64"
56,"0    0.0
Name: 100, dtype: float64"
57,"0    0.0
Name: 1066, dtype: float64"
58,1.0
59,"0    0.0
Name: 206, dtype: float64"
60,"0    0.0
Name: 517, dtype: float64"
61,"0    0.0
Name: 937, dtype: float64"
62,"0    0.0
Name: 491, dtype: float64"
63,"0    0.0
Name: 842, dtype: float64"
64,"0    0.0
Name: 637, dtype: float64"
65,"0    0.0
Name: 1018, dtype: float64"
66,"0    0.0
Name: 862, dtype: float64"
67,1.0
68,1.0
69,1.0
70,"0    0.0
Name: 18, dtype: float64"
71,1.0
72,"0    0.0
Name: 147, dtype: float64"
