,0
0,"0    0.0
Name: 1227, dtype: float64"
1,1.0
2,1.0
3,"0    0.0
Name: 351, dtype: float64"
4,1.0
5,1.0
6,"0    0.0
Name: 1473, dtype: float64"
7,"0    0.0
Name: 511, dtype: float64"
8,"0    0.0
Name: 1766, dtype: float64"
9,"0    0.0
Name: 488, dtype: float64"
10,1.0
11,"0    0.0
Name: 1197, dtype: float64"
12,"0    0.0
Name: 608, dtype: float64"
13,"0    0.0
Name: 559, dtype: float64"
14,1.0
15,1.0
16,"0    0.0
Name: 1393, dtype: float64"
17,"0    0.0
Name: 1693, dtype: float64"
18,"0    0.0
Name: 1547, dtype: float64"
19,"0    0.0
Name: 1790, dtype: float64"
20,"0    0.0
Name: 588, dtype: float64"
21,"0    0.0
Name: 1272, dtype: float64"
22,1.0
23,"0    0.0
Name: 1370, dtype: float64"
24,1.0
25,"0    0.0
Name: 1671, dtype: float64"
26,1.0
27,"0    0.0
Name: 628, dtype: float64"
28,"0    0.0
Name: 732, dtype: float64"
29,"0    0.0
Name: 834, dtype: float64"
30,"0    0.0
Name: 1494, dtype: float64"
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,"0    0.0
Name: 81, dtype: float64"
39,"0    0.0
Name: 756, dtype: float64"
40,1.0
41,"0    0.0
Name: 1831, dtype: float64"
42,"0    0.0
Name: 785, dtype: float64"
43,"0    0.0
Name: 1070, dtype: float64"
44,"0    0.0
Name: 885, dtype: float64"
45,"0    0.0
Name: 985, dtype: float64"
46,1.0
47,"0    0.0
Name: 228, dtype: float64"
48,1.0
49,1.0
50,"0    0.0
Name: 1857, dtype: float64"
51,1.0
52,"0    0.0
Name: 394, dtype: float64"
53,"0    0.0
Name: 198, dtype: float64"
54,"0    0.0
Name: 277, dtype: float64"
55,1.0
56,"0    0.0
Name: 101, dtype: float64"
57,"0    0.0
Name: 1317, dtype: float64"
58,"0    0.0
Name: 1014, dtype: float64"
59,"0    0.0
Name: 1598, dtype: float64"
60,"0    0.0
Name: 1172, dtype: float64"
61,1.0
62,1.0
63,"0    0.0
Name: 858, dtype: float64"
64,"0    0.0
Name: 56, dtype: float64"
65,"0    0.0
Name: 652, dtype: float64"
66,"0    0.0
Name: 1443, dtype: float64"
67,"0    1.0
Name: 1746, dtype: float64"
68,"0    0.0
Name: 1574, dtype: float64"
69,1.0
70,1.0
71,"0    0.0
Name: 443, dtype: float64"
72,"0    1.0
Name: 1150, dtype: float64"
73,1.0
74,"0    0.0
Name: 915, dtype: float64"
75,1.0
76,"0    0.0
Name: 10, dtype: float64"
77,1.0
78,"0    0.0
Name: 1623, dtype: float64"
79,"0    0.0
Name: 1041, dtype: float64"
80,1.0
81,"0    0.0
Name: 416, dtype: float64"
82,"0    0.0
Name: 321, dtype: float64"
83,1.0
84,"0    0.0
Name: 32, dtype: float64"
85,1.0
86,"0    0.0
Name: 812, dtype: float64"
87,"0    0.0
Name: 1524, dtype: float64"
88,1.0
89,"0    0.0
Name: 155, dtype: float64"
90,1.0
91,"0    0.0
Name: 373, dtype: float64"
92,"0    0.0
Name: 1347, dtype: float64"
93,"0    0.0
Name: 1121, dtype: float64"
94,"0    0.0
Name: 1880, dtype: float64"
95,1.0
96,"0    0.0
Name: 177, dtype: float64"
97,1.0
98,"0    0.0
Name: 674, dtype: float64"
99,1.0
100,"0    0.0
Name: 466, dtype: float64"
101,"0    0.0
Name: 1252, dtype: float64"
102,"0    0.0
Name: 1421, dtype: float64"
103,"0    0.0
Name: 940, dtype: float64"
104,"0    0.0
Name: 1811, dtype: float64"
105,1.0
106,"0    0.0
Name: 126, dtype: float64"
107,1.0
108,"0    0.0
Name: 964, dtype: float64"
109,1.0
110,"0    1.0
Name: 257, dtype: float64"
111,"0    0.0
Name: 537, dtype: float64"
112,"0    0.0
Name: 1716, dtype: float64"
113,"0    0.0
Name: 1644, dtype: float64"
114,"0    0.0
Name: 1293, dtype: float64"
115,1.0
116,1.0
117,1.0
118,"0    0.0
Name: 1093, dtype: float64"
119,1.0
120,"0    0.0
Name: 300, dtype: float64"
121,1.0
122,"0    0.0
Name: 703, dtype: float64"
