,0
0,"0    0.0
Name: 791, dtype: float64"
1,"0    0.0
Name: 1000, dtype: float64"
2,"0    0.0
Name: 972, dtype: float64"
3,"0    0.0
Name: 210, dtype: float64"
4,"0    0.0
Name: 399, dtype: float64"
5,"0    0.0
Name: 163, dtype: float64"
6,"0    0.0
Name: 884, dtype: float64"
7,"0    0.0
Name: 1062, dtype: float64"
8,"0    0.0
Name: 560, dtype: float64"
9,"0    0.0
Name: 816, dtype: float64"
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,"0    0.0
Name: 1185, dtype: float64"
16,1.0
17,1.0
18,"0    0.0
Name: 37, dtype: float64"
19,"0    0.0
Name: 449, dtype: float64"
20,1.0
21,"0    0.0
Name: 531, dtype: float64"
22,1.0
23,"0    0.0
Name: 1138, dtype: float64"
24,1.0
25,"0    0.0
Name: 643, dtype: float64"
26,"0    0.0
Name: 942, dtype: float64"
27,"0    0.0
Name: 746, dtype: float64"
28,1.0
29,"0    0.0
Name: 354, dtype: float64"
30,"0    0.0
Name: 839, dtype: float64"
31,1.0
32,1.0
33,"0    0.0
Name: 185, dtype: float64"
34,"0    0.0
Name: 720, dtype: float64"
35,"0    0.0
Name: 767, dtype: float64"
36,"0    0.0
Name: 1164, dtype: float64"
37,"0    0.0
Name: 426, dtype: float64"
38,1.0
39,1.0
40,"0    0.0
Name: 1086, dtype: float64"
41,1.0
42,"0    0.0
Name: 1211, dtype: float64"
43,1.0
44,"0    0.0
Name: 88, dtype: float64"
45,"0    0.0
Name: 308, dtype: float64"
46,1.0
47,1.0
48,1.0
49,"0    0.0
Name: 260, dtype: float64"
50,"0    0.0
Name: 285, dtype: float64"
51,"0    0.0
Name: 913, dtype: float64"
52,"0    0.0
Name: 1115, dtype: float64"
53,1.0
54,"0    0.0
Name: 1020, dtype: float64"
55,"0    0.0
Name: 691, dtype: float64"
56,1.0
57,"0    0.0
Name: 474, dtype: float64"
58,1.0
59,"0    0.0
Name: 110, dtype: float64"
60,"0    0.0
Name: 861, dtype: float64"
61,"0    0.0
Name: 1041, dtype: float64"
62,"0    0.0
Name: 16, dtype: float64"
63,"0    0.0
Name: 504, dtype: float64"
64,"0    0.0
Name: 588, dtype: float64"
65,"0    0.0
Name: 667, dtype: float64"
66,1.0
67,"0    1.0
Name: 376, dtype: float64"
68,1.0
69,"0    0.0
Name: 135, dtype: float64"
70,"0    0.0
Name: 240, dtype: float64"
71,"0    0.0
Name: 330, dtype: float64"
72,"0    0.0
Name: 62, dtype: float64"
73,1.0
74,"0    0.0
Name: 614, dtype: float64"
