,0
0,"0    0.0
Name: 393, dtype: float64"
1,1.0
2,"0    0.0
Name: 93, dtype: float64"
3,"0    0.0
Name: 1443, dtype: float64"
4,1.0
5,1.0
6,1.0
7,1.0
8,"0    0.0
Name: 1078, dtype: float64"
9,"0    0.0
Name: 1328, dtype: float64"
10,"0    0.0
Name: 278, dtype: float64"
11,1.0
12,1.0
13,"0    0.0
Name: 509, dtype: float64"
14,"0    0.0
Name: 413, dtype: float64"
15,1.0
16,"0    0.0
Name: 253, dtype: float64"
17,"0    0.0
Name: 1529, dtype: float64"
18,"0    0.0
Name: 628, dtype: float64"
19,"0    0.0
Name: 709, dtype: float64"
20,"0    0.0
Name: 603, dtype: float64"
21,1.0
22,1.0
23,"0    0.0
Name: 1401, dtype: float64"
24,"0    0.0
Name: 1107, dtype: float64"
25,1.0
26,1.0
27,1.0
28,"0    0.0
Name: 838, dtype: float64"
29,"0    0.0
Name: 1305, dtype: float64"
30,1.0
31,"0    0.0
Name: 905, dtype: float64"
32,"0    0.0
Name: 686, dtype: float64"
33,"0    0.0
Name: 158, dtype: float64"
34,"0    0.0
Name: 555, dtype: float64"
35,"0    0.0
Name: 1472, dtype: float64"
36,1.0
37,"0    0.0
Name: 534, dtype: float64"
38,"0    0.0
Name: 1182, dtype: float64"
39,1.0
40,1.0
41,1.0
42,"0    0.0
Name: 435, dtype: float64"
43,1.0
44,1.0
45,"0    0.0
Name: 1500, dtype: float64"
46,1.0
47,1.0
48,"0    0.0
Name: 1053, dtype: float64"
49,"0    0.0
Name: 1008, dtype: float64"
50,"0    0.0
Name: 958, dtype: float64"
51,"0    0.0
Name: 68, dtype: float64"
52,1.0
53,"0    0.0
Name: 1134, dtype: float64"
54,"0    0.0
Name: 337, dtype: float64"
55,1.0
56,"0    0.0
Name: 1350, dtype: float64"
57,"0    0.0
Name: 44, dtype: float64"
58,"0    0.0
Name: 978, dtype: float64"
59,"0    0.0
Name: 230, dtype: float64"
60,"0    0.0
Name: 861, dtype: float64"
61,"0    0.0
Name: 1028, dtype: float64"
62,"0    0.0
Name: 1232, dtype: float64"
63,"0    0.0
Name: 818, dtype: float64"
64,1.0
65,"0    1.0
Name: 1373, dtype: float64"
66,"0    0.0
Name: 14, dtype: float64"
67,1.0
68,"0    0.0
Name: 1421, dtype: float64"
69,"0    0.0
Name: 1162, dtype: float64"
70,"0    0.0
Name: 788, dtype: float64"
71,"0    0.0
Name: 1203, dtype: float64"
72,"0    0.0
Name: 1258, dtype: float64"
73,"0    0.0
Name: 1282, dtype: float64"
74,1.0
75,"0    0.0
Name: 883, dtype: float64"
76,1.0
77,1.0
78,"0    0.0
Name: 658, dtype: float64"
79,"0    0.0
Name: 734, dtype: float64"
80,"0    0.0
Name: 367, dtype: float64"
81,1.0
82,1.0
83,"0    0.0
Name: 578, dtype: float64"
84,"0    0.0
Name: 183, dtype: float64"
85,"0    0.0
Name: 114, dtype: float64"
86,"0    0.0
Name: 209, dtype: float64"
87,"0    0.0
Name: 307, dtype: float64"
88,1.0
89,1.0
90,1.0
91,"0    0.0
Name: 487, dtype: float64"
92,1.0
93,"0    0.0
Name: 761, dtype: float64"
94,1.0
95,"0    0.0
Name: 135, dtype: float64"
96,"0    0.0
Name: 932, dtype: float64"
97,"0    0.0
Name: 464, dtype: float64"
98,1.0
