,0
0,"0    0.0
Name: 1274, dtype: float64"
1,1.0
2,"0    0.0
Name: 1463, dtype: float64"
3,1.0
4,"0    0.0
Name: 1023, dtype: float64"
5,1.0
6,"0    0.0
Name: 433, dtype: float64"
7,"0    0.0
Name: 1077, dtype: float64"
8,"0    0.0
Name: 723, dtype: float64"
9,"0    1.0
Name: 694, dtype: float64"
10,"0    0.0
Name: 355, dtype: float64"
11,1.0
12,"0    0.0
Name: 579, dtype: float64"
13,1.0
14,"0    0.0
Name: 1048, dtype: float64"
15,1.0
16,"0    0.0
Name: 1198, dtype: float64"
17,"0    0.0
Name: 58, dtype: float64"
18,"0    0.0
Name: 1325, dtype: float64"
19,"0    0.0
Name: 325, dtype: float64"
20,1.0
21,"0    0.0
Name: 849, dtype: float64"
22,"0    0.0
Name: 549, dtype: float64"
23,"0    0.0
Name: 972, dtype: float64"
24,1.0
25,"0    0.0
Name: 1393, dtype: float64"
26,"0    0.0
Name: 79, dtype: float64"
27,"0    0.0
Name: 603, dtype: float64"
28,"0    0.0
Name: 35, dtype: float64"
29,1.0
30,1.0
31,"0    0.0
Name: 1125, dtype: float64"
32,"0    0.0
Name: 1346, dtype: float64"
33,"0    0.0
Name: 1178, dtype: float64"
34,"0    0.0
Name: 1100, dtype: float64"
35,1.0
36,"0    0.0
Name: 278, dtype: float64"
37,"0    0.0
Name: 1557, dtype: float64"
38,1.0
39,"0    0.0
Name: 626, dtype: float64"
40,"0    0.0
Name: 105, dtype: float64"
41,"0    0.0
Name: 13, dtype: float64"
42,1.0
43,1.0
44,1.0
45,"0    0.0
Name: 1373, dtype: float64"
46,"0    0.0
Name: 456, dtype: float64"
47,1.0
48,"0    0.0
Name: 672, dtype: float64"
49,"0    0.0
Name: 205, dtype: float64"
50,"0    0.0
Name: 1219, dtype: float64"
51,1.0
52,"0    0.0
Name: 1506, dtype: float64"
53,1.0
54,"0    0.0
Name: 1244, dtype: float64"
55,1.0
56,"0    0.0
Name: 154, dtype: float64"
57,"0    0.0
Name: 377, dtype: float64"
58,1.0
59,"0    0.0
Name: 476, dtype: float64"
60,1.0
61,"0    0.0
Name: 234, dtype: float64"
62,"0    0.0
Name: 1300, dtype: float64"
63,"0    0.0
Name: 919, dtype: float64"
64,1.0
65,"0    0.0
Name: 1414, dtype: float64"
66,"0    0.0
Name: 128, dtype: float64"
67,1.0
68,1.0
69,"0    0.0
Name: 651, dtype: float64"
70,"0    1.0
Name: 823, dtype: float64"
71,"0    0.0
Name: 180, dtype: float64"
72,1.0
73,"0    0.0
Name: 997, dtype: float64"
74,1.0
75,1.0
76,1.0
77,1.0
78,"0    0.0
Name: 1534, dtype: float64"
79,"0    0.0
Name: 1609, dtype: float64"
80,"0    0.0
Name: 946, dtype: float64"
81,"0    0.0
Name: 1582, dtype: float64"
82,1.0
83,"0    0.0
Name: 1443, dtype: float64"
84,"0    0.0
Name: 875, dtype: float64"
85,"0    0.0
Name: 750, dtype: float64"
86,"0    0.0
Name: 303, dtype: float64"
87,1.0
88,"0    0.0
Name: 501, dtype: float64"
89,1.0
90,1.0
91,"0    0.0
Name: 523, dtype: float64"
92,1.0
93,"0    0.0
Name: 403, dtype: float64"
94,"0    0.0
Name: 257, dtype: float64"
95,1.0
96,"0    0.0
Name: 898, dtype: float64"
97,"0    0.0
Name: 1486, dtype: float64"
98,1.0
99,1.0
100,"0    0.0
Name: 1154, dtype: float64"
101,"0    0.0
Name: 774, dtype: float64"
102,"0    0.0
Name: 794, dtype: float64"
103,1.0
