,0
0,"0    0.0
Name: 114, dtype: float64"
1,"0    0.0
Name: 1433, dtype: float64"
2,"0    0.0
Name: 1211, dtype: float64"
3,"0    0.0
Name: 1014, dtype: float64"
4,1.0
5,"0    0.0
Name: 360, dtype: float64"
6,1.0
7,1.0
8,1.0
9,"0    0.0
Name: 781, dtype: float64"
10,1.0
11,"0    0.0
Name: 1155, dtype: float64"
12,"0    0.0
Name: 677, dtype: float64"
13,"0    0.0
Name: 965, dtype: float64"
14,1.0
15,"0    0.0
Name: 1041, dtype: float64"
16,"0    0.0
Name: 1335, dtype: float64"
17,"0    0.0
Name: 945, dtype: float64"
18,"0    0.0
Name: 654, dtype: float64"
19,"0    0.0
Name: 16, dtype: float64"
20,1.0
21,1.0
22,"0    1.0
Name: 38, dtype: float64"
23,1.0
24,"0    0.0
Name: 755, dtype: float64"
25,1.0
26,"0    0.0
Name: 187, dtype: float64"
27,1.0
28,"0    0.0
Name: 726, dtype: float64"
29,1.0
30,1.0
31,1.0
32,"0    0.0
Name: 808, dtype: float64"
33,"0    0.0
Name: 210, dtype: float64"
34,"0    0.0
Name: 1463, dtype: float64"
35,1.0
36,"0    0.0
Name: 887, dtype: float64"
37,"0    0.0
Name: 419, dtype: float64"
38,"0    0.0
Name: 1070, dtype: float64"
39,"0    0.0
Name: 159, dtype: float64"
40,"0    0.0
Name: 557, dtype: float64"
41,"0    0.0
Name: 1511, dtype: float64"
42,"0    0.0
Name: 390, dtype: float64"
43,"0    0.0
Name: 1380, dtype: float64"
44,"0    0.0
Name: 1134, dtype: float64"
45,"0    0.0
Name: 67, dtype: float64"
46,1.0
47,"0    0.0
Name: 858, dtype: float64"
48,"0    0.0
Name: 1237, dtype: float64"
49,"0    0.0
Name: 916, dtype: float64"
50,1.0
51,"0    0.0
Name: 830, dtype: float64"
52,1.0
53,"0    0.0
Name: 235, dtype: float64"
54,"0    0.0
Name: 263, dtype: float64"
55,1.0
56,"0    0.0
Name: 136, dtype: float64"
57,"0    0.0
Name: 988, dtype: float64"
58,1.0
59,"0    0.0
Name: 1407, dtype: float64"
60,"0    0.0
Name: 1259, dtype: float64"
61,"0    0.0
Name: 607, dtype: float64"
62,1.0
63,"0    0.0
Name: 1113, dtype: float64"
64,"0    0.0
Name: 700, dtype: float64"
65,"0    0.0
Name: 585, dtype: float64"
66,"0    0.0
Name: 505, dtype: float64"
67,"0    0.0
Name: 1484, dtype: float64"
68,"0    0.0
Name: 1305, dtype: float64"
69,1.0
70,"0    0.0
Name: 443, dtype: float64"
71,1.0
72,"0    0.0
Name: 1092, dtype: float64"
73,"0    0.0
Name: 531, dtype: float64"
74,1.0
75,1.0
76,"0    0.0
Name: 285, dtype: float64"
77,1.0
78,1.0
79,"0    0.0
Name: 463, dtype: float64"
80,"0    0.0
Name: 627, dtype: float64"
81,"0    0.0
Name: 314, dtype: float64"
82,"0    0.0
Name: 1360, dtype: float64"
83,1.0
84,1.0
85,1.0
86,"0    0.0
Name: 1182, dtype: float64"
87,"0    0.0
Name: 485, dtype: float64"
88,1.0
89,"0    0.0
Name: 1284, dtype: float64"
90,1.0
91,"0    0.0
Name: 94, dtype: float64"
92,"0    0.0
Name: 339, dtype: float64"
