,0
0,"0    0.0
Name: 1276, dtype: float64"
1,"0    0.0
Name: 1531, dtype: float64"
2,"0    0.0
Name: 468, dtype: float64"
3,"0    0.0
Name: 914, dtype: float64"
4,1.0
5,1.0
6,"0    0.0
Name: 492, dtype: float64"
7,"0    0.0
Name: 991, dtype: float64"
8,1.0
9,"0    0.0
Name: 364, dtype: float64"
10,"0    0.0
Name: 153, dtype: float64"
11,1.0
12,1.0
13,"0    0.0
Name: 269, dtype: float64"
14,"0    0.0
Name: 966, dtype: float64"
15,"0    0.0
Name: 417, dtype: float64"
16,1.0
17,"0    0.0
Name: 866, dtype: float64"
18,1.0
19,1.0
20,"0    1.0
Name: 889, dtype: float64"
21,1.0
22,1.0
23,1.0
24,1.0
25,"0    0.0
Name: 721, dtype: float64"
26,"0    0.0
Name: 1122, dtype: float64"
27,"0    0.0
Name: 1200, dtype: float64"
28,"0    0.0
Name: 123, dtype: float64"
29,1.0
30,1.0
31,1.0
32,1.0
33,"0    0.0
Name: 648, dtype: float64"
34,1.0
35,1.0
36,"0    0.0
Name: 845, dtype: float64"
37,1.0
38,1.0
39,"0    0.0
Name: 1594, dtype: float64"
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,"0    0.0
Name: 1222, dtype: float64"
47,1.0
48,"0    0.0
Name: 1296, dtype: float64"
49,1.0
50,"0    0.0
Name: 675, dtype: float64"
51,"0    0.0
Name: 339, dtype: float64"
52,1.0
53,1.0
54,"0    0.0
Name: 1647, dtype: float64"
55,"0    0.0
Name: 1448, dtype: float64"
56,"0    0.0
Name: 747, dtype: float64"
57,"0    0.0
Name: 944, dtype: float64"
58,1.0
59,"0    0.0
Name: 228, dtype: float64"
60,1.0
61,"0    0.0
Name: 1490, dtype: float64"
62,1.0
63,1.0
64,"0    0.0
Name: 1047, dtype: float64"
65,1.0
66,1.0
67,1.0
68,"0    0.0
Name: 1147, dtype: float64"
69,1.0
70,"0    0.0
Name: 1075, dtype: float64"
71,1.0
72,"0    0.0
Name: 1510, dtype: float64"
73,"0    0.0
Name: 206, dtype: float64"
74,1.0
75,1.0
76,"0    0.0
Name: 1171, dtype: float64"
77,"0    0.0
Name: 1553, dtype: float64"
78,"0    1.0
Name: 176, dtype: float64"
79,1.0
80,1.0
81,"0    0.0
Name: 600, dtype: float64"
82,"0    0.0
Name: 319, dtype: float64"
83,1.0
84,"0    0.0
Name: 1251, dtype: float64"
85,"0    0.0
Name: 627, dtype: float64"
86,1.0
87,"0    0.0
Name: 1324, dtype: float64"
88,"0    0.0
Name: 1573, dtype: float64"
89,1.0
90,1.0
91,"0    0.0
Name: 822, dtype: float64"
92,"0    0.0
Name: 576, dtype: float64"
93,1.0
94,"0    0.0
Name: 1096, dtype: float64"
95,"0    0.0
Name: 697, dtype: float64"
96,1.0
97,"0    0.0
Name: 1695, dtype: float64"
98,"0    0.0
Name: 1383, dtype: float64"
99,1.0
100,1.0
101,"0    0.0
Name: 60, dtype: float64"
102,"0    0.0
Name: 442, dtype: float64"
103,"0    0.0
Name: 1353, dtype: float64"
104,"0    0.0
Name: 797, dtype: float64"
105,"0    0.0
Name: 100, dtype: float64"
106,1.0
107,1.0
108,"0    0.0
Name: 248, dtype: float64"
109,"0    0.0
Name: 550, dtype: float64"
110,1.0
111,1.0
112,"0    0.0
Name: 1405, dtype: float64"
113,"0    0.0
Name: 520, dtype: float64"
114,1.0
115,"0    0.0
Name: 1468, dtype: float64"
116,1.0
117,"0    0.0
Name: 38, dtype: float64"
118,1.0
119,"0    0.0
Name: 80, dtype: float64"
120,"0    0.0
Name: 776, dtype: float64"
121,1.0
122,"0    0.0
Name: 388, dtype: float64"
123,1.0
124,"0    0.0
Name: 1019, dtype: float64"
125,"0    0.0
Name: 12, dtype: float64"
126,1.0
127,1.0
128,"0    0.0
Name: 1427, dtype: float64"
129,"0    0.0
Name: 1622, dtype: float64"
130,"0    0.0
Name: 291, dtype: float64"
131,1.0
132,"0    1.0
Name: 1668, dtype: float64"
