,0
0,"0    0.0
Name: 1660, dtype: float64"
1,1.0
2,"0    0.0
Name: 84, dtype: float64"
3,"0    0.0
Name: 1806, dtype: float64"
4,"0    0.0
Name: 776, dtype: float64"
5,1.0
6,"0    0.0
Name: 1035, dtype: float64"
7,"0    0.0
Name: 868, dtype: float64"
8,"0    0.0
Name: 1226, dtype: float64"
9,1.0
10,1.0
11,"0    0.0
Name: 1310, dtype: float64"
12,"0    0.0
Name: 31, dtype: float64"
13,1.0
14,"0    0.0
Name: 1334, dtype: float64"
15,"0    0.0
Name: 821, dtype: float64"
16,1.0
17,1.0
18,"0    0.0
Name: 466, dtype: float64"
19,1.0
20,"0    0.0
Name: 188, dtype: float64"
21,1.0
22,"0    0.0
Name: 1763, dtype: float64"
23,1.0
24,1.0
25,"0    0.0
Name: 915, dtype: float64"
26,"0    0.0
Name: 211, dtype: float64"
27,1.0
28,"0    0.0
Name: 1065, dtype: float64"
29,1.0
30,"0    0.0
Name: 1434, dtype: float64"
31,"0    0.0
Name: 653, dtype: float64"
32,"0    0.0
Name: 2123, dtype: float64"
33,"0    0.0
Name: 724, dtype: float64"
34,1.0
35,1.0
36,1.0
37,"0    0.0
Name: 1915, dtype: float64"
38,"0    0.0
Name: 801, dtype: float64"
39,"0    0.0
Name: 2045, dtype: float64"
40,"0    0.0
Name: 1253, dtype: float64"
41,1.0
42,"0    0.0
Name: 1994, dtype: float64"
43,"0    0.0
Name: 1555, dtype: float64"
44,1.0
45,"0    0.0
Name: 1281, dtype: float64"
46,1.0
47,"0    0.0
Name: 1967, dtype: float64"
48,1.0
49,1.0
50,"0    1.0
Name: 2024, dtype: float64"
51,"0    0.0
Name: 841, dtype: float64"
52,"0    0.0
Name: 1784, dtype: float64"
53,1.0
54,"0    0.0
Name: 1528, dtype: float64"
55,"0    0.0
Name: 135, dtype: float64"
56,1.0
57,"0    0.0
Name: 1584, dtype: float64"
58,"0    0.0
Name: 163, dtype: float64"
59,1.0
60,1.0
61,"0    0.0
Name: 682, dtype: float64"
62,1.0
63,"0    0.0
Name: 1611, dtype: float64"
64,1.0
65,1.0
66,1.0
67,"0    0.0
Name: 522, dtype: float64"
68,1.0
69,"0    0.0
Name: 1160, dtype: float64"
70,"0    0.0
Name: 888, dtype: float64"
71,"0    0.0
Name: 957, dtype: float64"
72,"0    0.0
Name: 1508, dtype: float64"
73,1.0
74,1.0
75,"0    0.0
Name: 1685, dtype: float64"
76,"0    0.0
Name: 389, dtype: float64"
77,"0    0.0
Name: 1117, dtype: float64"
78,1.0
79,"0    0.0
Name: 1140, dtype: float64"
80,1.0
81,1.0
82,"0    0.0
Name: 312, dtype: float64"
83,"0    0.0
Name: 1713, dtype: float64"
84,"0    0.0
Name: 1740, dtype: float64"
85,"0    0.0
Name: 623, dtype: float64"
86,"0    0.0
Name: 1938, dtype: float64"
87,1.0
88,"0    0.0
Name: 1206, dtype: float64"
89,"0    0.0
Name: 1007, dtype: float64"
90,1.0
91,"0    0.0
Name: 415, dtype: float64"
92,1.0
93,1.0
94,1.0
95,"0    0.0
Name: 2093, dtype: float64"
96,"0    0.0
Name: 1858, dtype: float64"
97,"0    0.0
Name: 1384, dtype: float64"
98,"0    0.0
Name: 573, dtype: float64"
99,1.0
100,1.0
101,"0    0.0
Name: 238, dtype: float64"
102,1.0
103,1.0
104,"0    0.0
Name: 935, dtype: float64"
105,"0    0.0
Name: 366, dtype: float64"
106,1.0
107,"0    0.0
Name: 1364, dtype: float64"
108,1.0
109,"0    0.0
Name: 54, dtype: float64"
110,"0    0.0
Name: 1458, dtype: float64"
111,1.0
112,"0    0.0
Name: 494, dtype: float64"
113,"0    0.0
Name: 267, dtype: float64"
114,1.0
115,"0    0.0
Name: 1632, dtype: float64"
116,1.0
117,"0    0.0
Name: 597, dtype: float64"
118,"0    0.0
Name: 1481, dtype: float64"
119,1.0
120,1.0
121,"0    0.0
Name: 547, dtype: float64"
122,"0    1.0
Name: 1830, dtype: float64"
123,"0    0.0
Name: 1414, dtype: float64"
124,1.0
125,"0    0.0
Name: 1886, dtype: float64"
126,"0    0.0
Name: 704, dtype: float64"
127,1.0
128,"0    0.0
Name: 1095, dtype: float64"
129,"0    0.0
Name: 1180, dtype: float64"
130,"0    0.0
Name: 2143, dtype: float64"
131,1.0
132,1.0
133,1.0
134,"0    0.0
Name: 754, dtype: float64"
135,1.0
136,"0    0.0
Name: 113, dtype: float64"
137,1.0
138,1.0
139,"0    0.0
Name: 287, dtype: float64"
140,"0    0.0
Name: 441, dtype: float64"
141,"0    0.0
Name: 337, dtype: float64"
142,1.0
143,1.0
144,"0    0.0
Name: 978, dtype: float64"
145,"0    0.0
Name: 10, dtype: float64"
146,"0    0.0
Name: 2073, dtype: float64"
147,"0    0.0
Name: 2164, dtype: float64"
