,0
0,"0    0.0
Name: 219, dtype: float64"
1,"0    0.0
Name: 149, dtype: float64"
2,"0    0.0
Name: 570, dtype: float64"
3,"0    0.0
Name: 1520, dtype: float64"
4,"0    0.0
Name: 1907, dtype: float64"
5,"0    0.0
Name: 1198, dtype: float64"
6,"0    0.0
Name: 77, dtype: float64"
7,"0    0.0
Name: 952, dtype: float64"
8,"0    0.0
Name: 1672, dtype: float64"
9,1.0
10,"0    0.0
Name: 1833, dtype: float64"
11,"0    0.0
Name: 826, dtype: float64"
12,1.0
13,"0    0.0
Name: 365, dtype: float64"
14,"0    0.0
Name: 1497, dtype: float64"
15,1.0
16,"0    0.0
Name: 479, dtype: float64"
17,"0    0.0
Name: 643, dtype: float64"
18,1.0
19,1.0
20,"0    0.0
Name: 413, dtype: float64"
21,1.0
22,"0    0.0
Name: 243, dtype: float64"
23,1.0
24,"0    0.0
Name: 173, dtype: float64"
25,"0    0.0
Name: 879, dtype: float64"
26,"0    0.0
Name: 902, dtype: float64"
27,"0    0.0
Name: 1026, dtype: float64"
28,"0    0.0
Name: 768, dtype: float64"
29,1.0
30,"0    0.0
Name: 1003, dtype: float64"
31,"0    0.0
Name: 317, dtype: float64"
32,1.0
33,1.0
34,"0    0.0
Name: 1150, dtype: float64"
35,"0    0.0
Name: 1723, dtype: float64"
36,"0    1.0
Name: 1444, dtype: float64"
37,"0    0.0
Name: 744, dtype: float64"
38,1.0
39,"0    0.0
Name: 294, dtype: float64"
40,1.0
41,"0    0.0
Name: 1275, dtype: float64"
42,1.0
43,1.0
44,1.0
45,"0    0.0
Name: 1296, dtype: float64"
46,1.0
47,"0    0.0
Name: 433, dtype: float64"
48,1.0
49,"0    1.0
Name: 672, dtype: float64"
50,"0    0.0
Name: 499, dtype: float64"
51,"0    0.0
Name: 1806, dtype: float64"
52,"0    0.0
Name: 34, dtype: float64"
53,1.0
54,"0    0.0
Name: 798, dtype: float64"
55,1.0
56,"0    0.0
Name: 1699, dtype: float64"
57,"0    0.0
Name: 341, dtype: float64"
58,1.0
59,1.0
60,"0    0.0
Name: 1397, dtype: float64"
61,"0    0.0
Name: 99, dtype: float64"
62,1.0
63,1.0
64,"0    0.0
Name: 1417, dtype: float64"
65,1.0
66,"0    0.0
Name: 196, dtype: float64"
67,1.0
68,"0    0.0
Name: 1100, dtype: float64"
69,"0    0.0
Name: 594, dtype: float64"
70,"0    0.0
Name: 1625, dtype: float64"
71,"0    0.0
Name: 1776, dtype: float64"
72,1.0
73,"0    0.0
Name: 1468, dtype: float64"
74,"0    0.0
Name: 269, dtype: float64"
75,1.0
76,1.0
77,"0    0.0
Name: 1225, dtype: float64"
78,"0    0.0
Name: 1859, dtype: float64"
79,1.0
80,1.0
81,"0    0.0
Name: 851, dtype: float64"
82,"0    0.0
Name: 543, dtype: float64"
83,"0    0.0
Name: 926, dtype: float64"
84,"0    0.0
Name: 1254, dtype: float64"
85,1.0
86,1.0
87,1.0
88,"0    0.0
Name: 1130, dtype: float64"
89,1.0
90,1.0
91,"0    0.0
Name: 1881, dtype: float64"
92,"0    0.0
Name: 1074, dtype: float64"
93,"0    0.0
Name: 123, dtype: float64"
94,1.0
95,1.0
96,1.0
97,1.0
98,1.0
99,"0    0.0
Name: 1346, dtype: float64"
100,1.0
101,1.0
102,"0    0.0
Name: 521, dtype: float64"
103,1.0
104,"0    0.0
Name: 1317, dtype: float64"
105,"0    0.0
Name: 1053, dtype: float64"
106,"0    0.0
Name: 459, dtype: float64"
107,1.0
108,"0    0.0
Name: 1178, dtype: float64"
109,"0    0.0
Name: 618, dtype: float64"
110,"0    0.0
Name: 1368, dtype: float64"
111,1.0
112,1.0
113,1.0
114,"0    0.0
Name: 973, dtype: float64"
115,"0    0.0
Name: 1928, dtype: float64"
116,"0    0.0
Name: 1747, dtype: float64"
117,"0    0.0
Name: 692, dtype: float64"
118,1.0
119,"0    0.0
Name: 56, dtype: float64"
120,1.0
121,"0    0.0
Name: 1543, dtype: float64"
122,"0    0.0
Name: 12, dtype: float64"
123,1.0
124,"0    0.0
Name: 714, dtype: float64"
125,1.0
126,"0    0.0
Name: 1650, dtype: float64"
127,"0    0.0
Name: 1602, dtype: float64"
128,"0    0.0
Name: 386, dtype: float64"
129,1.0
130,"0    0.0
Name: 1573, dtype: float64"
131,1.0
132,1.0
