,0
0,"0    0.0
Name: 1108, dtype: float64"
1,"0    0.0
Name: 749, dtype: float64"
2,"0    0.0
Name: 15, dtype: float64"
3,1.0
4,"0    1.0
Name: 2180, dtype: float64"
5,"0    0.0
Name: 469, dtype: float64"
6,"0    0.0
Name: 2239, dtype: float64"
7,1.0
8,"0    0.0
Name: 776, dtype: float64"
9,"0    0.0
Name: 1958, dtype: float64"
10,1.0
11,"0    0.0
Name: 2057, dtype: float64"
12,1.0
13,"0    0.0
Name: 1135, dtype: float64"
14,1.0
15,"0    0.0
Name: 589, dtype: float64"
16,"0    0.0
Name: 2033, dtype: float64"
17,"0    0.0
Name: 425, dtype: float64"
18,"0    0.0
Name: 524, dtype: float64"
19,"0    0.0
Name: 1157, dtype: float64"
20,1.0
21,1.0
22,1.0
23,"0    0.0
Name: 1889, dtype: float64"
24,1.0
25,"0    0.0
Name: 1545, dtype: float64"
26,"0    0.0
Name: 1401, dtype: float64"
27,"0    0.0
Name: 1806, dtype: float64"
28,"0    0.0
Name: 1649, dtype: float64"
29,1.0
30,"0    1.0
Name: 1233, dtype: float64"
31,"0    0.0
Name: 2153, dtype: float64"
32,1.0
33,"0    0.0
Name: 1731, dtype: float64"
34,"0    0.0
Name: 86, dtype: float64"
35,"0    0.0
Name: 1344, dtype: float64"
36,"0    0.0
Name: 1704, dtype: float64"
37,"0    0.0
Name: 1915, dtype: float64"
38,1.0
39,1.0
40,"0    0.0
Name: 1185, dtype: float64"
41,1.0
42,"0    1.0
Name: 1448, dtype: float64"
43,"0    0.0
Name: 642, dtype: float64"
44,"0    0.0
Name: 344, dtype: float64"
45,1.0
46,"0    0.0
Name: 1259, dtype: float64"
47,1.0
48,"0    0.0
Name: 131, dtype: float64"
49,1.0
50,1.0
51,1.0
52,1.0
53,"0    0.0
Name: 1861, dtype: float64"
54,1.0
55,1.0
56,1.0
57,"0    0.0
Name: 396, dtype: float64"
58,1.0
59,"0    0.0
Name: 1287, dtype: float64"
60,"0    0.0
Name: 1476, dtype: float64"
61,1.0
62,"0    0.0
Name: 2080, dtype: float64"
63,1.0
64,"0    0.0
Name: 321, dtype: float64"
65,"0    1.0
Name: 829, dtype: float64"
66,"0    0.0
Name: 1623, dtype: float64"
67,1.0
68,1.0
69,"0    0.0
Name: 42, dtype: float64"
70,"0    0.0
Name: 109, dtype: float64"
71,"0    0.0
Name: 806, dtype: float64"
72,"0    0.0
Name: 1525, dtype: float64"
73,"0    0.0
Name: 1040, dtype: float64"
74,1.0
75,"0    0.0
Name: 1777, dtype: float64"
76,1.0
77,"0    0.0
Name: 1501, dtype: float64"
78,1.0
79,"0    0.0
Name: 905, dtype: float64"
80,1.0
81,1.0
82,"0    0.0
Name: 156, dtype: float64"
83,"0    0.0
Name: 64, dtype: float64"
84,1.0
85,1.0
86,"0    0.0
Name: 1063, dtype: float64"
87,"0    0.0
Name: 1085, dtype: float64"
88,"0    0.0
Name: 1752, dtype: float64"
89,"0    0.0
Name: 700, dtype: float64"
90,"0    0.0
Name: 2129, dtype: float64"
91,1.0
92,"0    0.0
Name: 1316, dtype: float64"
93,"0    0.0
Name: 1421, dtype: float64"
94,"0    0.0
Name: 1010, dtype: float64"
95,1.0
96,"0    0.0
Name: 565, dtype: float64"
97,1.0
98,"0    0.0
Name: 1835, dtype: float64"
99,1.0
100,"0    0.0
Name: 1601, dtype: float64"
101,"0    0.0
Name: 614, dtype: float64"
102,"0    0.0
Name: 180, dtype: float64"
103,1.0
104,"0    0.0
Name: 498, dtype: float64"
105,"0    0.0
Name: 672, dtype: float64"
106,1.0
107,"0    0.0
Name: 2010, dtype: float64"
108,"0    0.0
Name: 279, dtype: float64"
109,"0    0.0
Name: 1982, dtype: float64"
110,"0    0.0
Name: 258, dtype: float64"
111,"0    0.0
Name: 878, dtype: float64"
112,"0    0.0
Name: 1936, dtype: float64"
113,"0    0.0
Name: 208, dtype: float64"
114,"0    0.0
Name: 545, dtype: float64"
115,"0    0.0
Name: 1573, dtype: float64"
116,"0    0.0
Name: 725, dtype: float64"
117,"0    0.0
Name: 236, dtype: float64"
118,"0    0.0
Name: 374, dtype: float64"
119,1.0
120,"0    0.0
Name: 958, dtype: float64"
121,"0    0.0
Name: 2210, dtype: float64"
122,1.0
123,"0    0.0
Name: 1371, dtype: float64"
124,1.0
125,1.0
126,1.0
127,1.0
128,"0    0.0
Name: 2105, dtype: float64"
129,1.0
130,"0    0.0
Name: 447, dtype: float64"
131,"0    0.0
Name: 982, dtype: float64"
132,1.0
133,1.0
134,"0    0.0
Name: 299, dtype: float64"
135,1.0
136,"0    0.0
Name: 1206, dtype: float64"
137,"0    0.0
Name: 928, dtype: float64"
138,"0    0.0
Name: 851, dtype: float64"
139,1.0
140,"0    0.0
Name: 1674, dtype: float64"
