,0
0,"0    0.0
Name: 87, dtype: float64"
1,"0    0.0
Name: 1282, dtype: float64"
2,1.0
3,"0    0.0
Name: 1252, dtype: float64"
4,1.0
5,1.0
6,1.0
7,"0    0.0
Name: 1462, dtype: float64"
8,1.0
9,1.0
10,"0    0.0
Name: 1119, dtype: float64"
11,1.0
12,"0    0.0
Name: 1355, dtype: float64"
13,1.0
14,"0    0.0
Name: 377, dtype: float64"
15,"0    0.0
Name: 1437, dtype: float64"
16,"0    0.0
Name: 401, dtype: float64"
17,1.0
18,1.0
19,1.0
20,"0    0.0
Name: 270, dtype: float64"
21,1.0
22,"0    1.0
Name: 41, dtype: float64"
23,"0    0.0
Name: 650, dtype: float64"
24,"0    0.0
Name: 178, dtype: float64"
25,"0    0.0
Name: 955, dtype: float64"
26,"0    0.0
Name: 1051, dtype: float64"
27,1.0
28,"0    0.0
Name: 247, dtype: float64"
29,"0    0.0
Name: 1145, dtype: float64"
30,1.0
31,1.0
32,1.0
33,1.0
34,"0    0.0
Name: 19, dtype: float64"
35,1.0
36,1.0
37,"0    0.0
Name: 473, dtype: float64"
38,"0    0.0
Name: 574, dtype: float64"
39,"0    0.0
Name: 293, dtype: float64"
40,"0    0.0
Name: 1385, dtype: float64"
41,"0    0.0
Name: 109, dtype: float64"
42,"0    0.0
Name: 62, dtype: float64"
43,"0    0.0
Name: 623, dtype: float64"
44,"0    0.0
Name: 423, dtype: float64"
45,"0    0.0
Name: 1173, dtype: float64"
46,"0    0.0
Name: 1072, dtype: float64"
47,"0    0.0
Name: 452, dtype: float64"
48,"0    0.0
Name: 323, dtype: float64"
49,"0    0.0
Name: 1325, dtype: float64"
50,"0    0.0
Name: 1222, dtype: float64"
51,"0    0.0
Name: 728, dtype: float64"
52,"0    0.0
Name: 925, dtype: float64"
53,1.0
54,1.0
55,"0    0.0
Name: 1486, dtype: float64"
56,"0    0.0
Name: 778, dtype: float64"
57,"0    0.0
Name: 803, dtype: float64"
58,"0    0.0
Name: 1024, dtype: float64"
59,"0    0.0
Name: 602, dtype: float64"
60,"0    0.0
Name: 854, dtype: float64"
61,"0    0.0
Name: 698, dtype: float64"
62,"0    0.0
Name: 155, dtype: float64"
63,"0    0.0
Name: 493, dtype: float64"
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,"0    0.0
Name: 833, dtype: float64"
71,"0    0.0
Name: 544, dtype: float64"
72,"0    0.0
Name: 976, dtype: float64"
73,"0    0.0
Name: 226, dtype: float64"
74,1.0
75,1.0
76,"0    0.0
Name: 350, dtype: float64"
77,"0    0.0
Name: 900, dtype: float64"
78,"0    0.0
Name: 755, dtype: float64"
79,"0    0.0
Name: 1094, dtype: float64"
80,"0    0.0
Name: 133, dtype: float64"
81,1.0
82,"0    0.0
Name: 515, dtype: float64"
83,"0    0.0
Name: 1411, dtype: float64"
84,1.0
85,1.0
86,"0    0.0
Name: 996, dtype: float64"
87,1.0
88,"0    0.0
Name: 1305, dtype: float64"
89,1.0
90,1.0
91,"0    0.0
Name: 199, dtype: float64"
92,1.0
93,1.0
94,"0    0.0
Name: 1202, dtype: float64"
95,"0    0.0
Name: 673, dtype: float64"
96,"0    0.0
Name: 879, dtype: float64"
