,0
0,"0    0.0
Name: 132, dtype: float64"
1,"0    0.0
Name: 984, dtype: float64"
2,"0    0.0
Name: 443, dtype: float64"
3,"0    0.0
Name: 537, dtype: float64"
4,"0    0.0
Name: 305, dtype: float64"
5,1.0
6,1.0
7,"0    0.0
Name: 788, dtype: float64"
8,1.0
9,1.0
10,"0    0.0
Name: 43, dtype: float64"
11,"0    0.0
Name: 513, dtype: float64"
12,"0    0.0
Name: 16, dtype: float64"
13,1.0
14,"0    1.0
Name: 957, dtype: float64"
15,"0    0.0
Name: 611, dtype: float64"
16,"0    0.0
Name: 87, dtype: float64"
17,1.0
18,"0    0.0
Name: 205, dtype: float64"
19,"0    0.0
Name: 691, dtype: float64"
20,"0    0.0
Name: 1031, dtype: float64"
21,"0    0.0
Name: 1133, dtype: float64"
22,"0    0.0
Name: 231, dtype: float64"
23,"0    0.0
Name: 590, dtype: float64"
24,"0    0.0
Name: 934, dtype: float64"
25,"0    0.0
Name: 712, dtype: float64"
26,"0    0.0
Name: 1055, dtype: float64"
27,1.0
28,1.0
29,"0    0.0
Name: 416, dtype: float64"
30,"0    0.0
Name: 325, dtype: float64"
31,"0    0.0
Name: 281, dtype: float64"
32,"0    0.0
Name: 639, dtype: float64"
33,"0    0.0
Name: 758, dtype: float64"
34,"0    0.0
Name: 66, dtype: float64"
35,"0    0.0
Name: 346, dtype: float64"
36,"0    0.0
Name: 734, dtype: float64"
37,1.0
38,"0    0.0
Name: 394, dtype: float64"
39,"0    0.0
Name: 910, dtype: float64"
40,"0    0.0
Name: 1006, dtype: float64"
41,1.0
42,"0    0.0
Name: 112, dtype: float64"
43,1.0
44,"0    0.0
Name: 177, dtype: float64"
45,"0    0.0
Name: 818, dtype: float64"
46,1.0
47,"0    0.0
Name: 1082, dtype: float64"
48,"0    0.0
Name: 463, dtype: float64"
49,1.0
50,"0    0.0
Name: 1103, dtype: float64"
51,"0    0.0
Name: 1155, dtype: float64"
52,1.0
53,"0    0.0
Name: 863, dtype: float64"
54,1.0
55,"0    0.0
Name: 157, dtype: float64"
56,"0    0.0
Name: 259, dtype: float64"
57,1.0
58,"0    0.0
Name: 890, dtype: float64"
59,"0    0.0
Name: 490, dtype: float64"
60,1.0
61,1.0
62,"0    0.0
Name: 563, dtype: float64"
63,1.0
64,1.0
65,1.0
66,"0    0.0
Name: 839, dtype: float64"
67,"0    0.0
Name: 370, dtype: float64"
68,1.0
69,1.0
70,"0    0.0
Name: 662, dtype: float64"
71,1.0
72,1.0
