,0
0,"0    0.0
Name: 214, dtype: float64"
1,"0    0.0
Name: 659, dtype: float64"
2,"0    0.0
Name: 1789, dtype: float64"
3,"0    0.0
Name: 1459, dtype: float64"
4,"0    0.0
Name: 1439, dtype: float64"
5,"0    0.0
Name: 1575, dtype: float64"
6,1.0
7,"0    0.0
Name: 94, dtype: float64"
8,"0    0.0
Name: 1070, dtype: float64"
9,"0    0.0
Name: 1718, dtype: float64"
10,"0    0.0
Name: 1320, dtype: float64"
11,"0    0.0
Name: 703, dtype: float64"
12,"0    0.0
Name: 2372, dtype: float64"
13,"0    0.0
Name: 1901, dtype: float64"
14,"0    0.0
Name: 1098, dtype: float64"
15,"0    0.0
Name: 296, dtype: float64"
16,"0    0.0
Name: 2501, dtype: float64"
17,1.0
18,"0    0.0
Name: 1816, dtype: float64"
19,1.0
20,1.0
21,"0    0.0
Name: 746, dtype: float64"
22,1.0
23,1.0
24,"0    0.0
Name: 2028, dtype: float64"
25,1.0
26,"0    0.0
Name: 587, dtype: float64"
27,1.0
28,"0    0.0
Name: 506, dtype: float64"
29,"0    0.0
Name: 2318, dtype: float64"
30,"0    0.0
Name: 1123, dtype: float64"
31,"0    0.0
Name: 846, dtype: float64"
32,"0    0.0
Name: 2523, dtype: float64"
33,1.0
34,"0    0.0
Name: 1596, dtype: float64"
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,"0    0.0
Name: 1018, dtype: float64"
41,1.0
42,1.0
43,"0    0.0
Name: 1647, dtype: float64"
44,"0    0.0
Name: 326, dtype: float64"
45,"0    0.0
Name: 2629, dtype: float64"
46,1.0
47,1.0
48,"0    0.0
Name: 536, dtype: float64"
49,"0    0.0
Name: 1395, dtype: float64"
50,1.0
51,"0    0.0
Name: 896, dtype: float64"
52,"0    0.0
Name: 1045, dtype: float64"
53,"0    0.0
Name: 2422, dtype: float64"
54,"0    0.0
Name: 454, dtype: float64"
55,1.0
56,1.0
57,"0    0.0
Name: 2272, dtype: float64"
58,1.0
59,"0    0.0
Name: 2248, dtype: float64"
60,"0    0.0
Name: 971, dtype: float64"
61,1.0
62,"0    0.0
Name: 1510, dtype: float64"
63,"0    0.0
Name: 120, dtype: float64"
64,"0    1.0
Name: 2001, dtype: float64"
65,"0    0.0
Name: 1620, dtype: float64"
66,1.0
67,"0    0.0
Name: 1419, dtype: float64"
68,1.0
69,"0    0.0
Name: 2397, dtype: float64"
70,1.0
71,"0    0.0
Name: 401, dtype: float64"
72,"0    0.0
Name: 2128, dtype: float64"
73,"0    0.0
Name: 800, dtype: float64"
74,"0    0.0
Name: 1534, dtype: float64"
75,"0    0.0
Name: 266, dtype: float64"
76,"0    0.0
Name: 1872, dtype: float64"
77,1.0
78,"0    0.0
Name: 1272, dtype: float64"
79,"0    0.0
Name: 68, dtype: float64"
80,1.0
81,"0    0.0
Name: 945, dtype: float64"
82,"0    0.0
Name: 1343, dtype: float64"
83,"0    0.0
Name: 1956, dtype: float64"
84,1.0
85,1.0
86,1.0
87,1.0
88,"0    0.0
Name: 40, dtype: float64"
89,1.0
90,"0    0.0
Name: 629, dtype: float64"
91,"0    0.0
Name: 1373, dtype: float64"
92,"0    0.0
Name: 2052, dtype: float64"
93,1.0
94,"0    0.0
Name: 998, dtype: float64"
95,1.0
96,"0    0.0
Name: 679, dtype: float64"
97,"0    0.0
Name: 161, dtype: float64"
98,"0    0.0
Name: 770, dtype: float64"
99,"0    0.0
Name: 2192, dtype: float64"
100,1.0
101,1.0
102,1.0
103,1.0
104,"0    0.0
Name: 1195, dtype: float64"
105,"0    0.0
Name: 2078, dtype: float64"
106,1.0
107,"0    0.0
Name: 2171, dtype: float64"
108,"0    0.0
Name: 186, dtype: float64"
109,"0    0.0
Name: 2149, dtype: float64"
110,"0    0.0
Name: 242, dtype: float64"
111,"0    0.0
Name: 1844, dtype: float64"
112,1.0
113,"0    0.0
Name: 429, dtype: float64"
114,"0    0.0
Name: 2099, dtype: float64"
115,"0    0.0
Name: 1930, dtype: float64"
116,1.0
117,1.0
118,1.0
119,"0    0.0
Name: 2575, dtype: float64"
120,"0    0.0
Name: 2604, dtype: float64"
121,"0    0.0
Name: 1173, dtype: float64"
122,1.0
123,1.0
124,"0    0.0
Name: 924, dtype: float64"
125,"0    0.0
Name: 2218, dtype: float64"
126,"0    0.0
Name: 1298, dtype: float64"
127,"0    0.0
Name: 2298, dtype: float64"
128,"0    0.0
Name: 1480, dtype: float64"
129,"0    0.0
Name: 1769, dtype: float64"
130,1.0
131,"0    0.0
Name: 348, dtype: float64"
132,1.0
133,"0    0.0
Name: 2343, dtype: float64"
134,1.0
135,1.0
136,"0    0.0
Name: 562, dtype: float64"
137,"0    0.0
Name: 1150, dtype: float64"
138,1.0
139,"0    0.0
Name: 724, dtype: float64"
140,"0    0.0
Name: 2550, dtype: float64"
141,"0    0.0
Name: 2448, dtype: float64"
142,"0    0.0
Name: 480, dtype: float64"
143,1.0
144,1.0
145,"0    0.0
Name: 1242, dtype: float64"
146,"0    0.0
Name: 374, dtype: float64"
147,"0    0.0
Name: 607, dtype: float64"
148,1.0
149,1.0
150,"0    0.0
Name: 2472, dtype: float64"
151,1.0
152,"0    0.0
Name: 140, dtype: float64"
153,1.0
154,"0    0.0
Name: 1671, dtype: float64"
155,"0    0.0
Name: 876, dtype: float64"
156,1.0
157,"0    0.0
Name: 1977, dtype: float64"
158,"0    0.0
Name: 821, dtype: float64"
159,"0    0.0
Name: 1741, dtype: float64"
160,"0    0.0
Name: 1697, dtype: float64"
161,"0    0.0
Name: 1555, dtype: float64"
162,"0    0.0
Name: 17, dtype: float64"
163,1.0
164,"0    1.0
Name: 1221, dtype: float64"
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
