,0
0,"0    0.0
Name: 431, dtype: float64"
1,1.0
2,"0    0.0
Name: 16, dtype: float64"
3,"0    0.0
Name: 933, dtype: float64"
4,"0    0.0
Name: 201, dtype: float64"
5,"0    0.0
Name: 356, dtype: float64"
6,"0    0.0
Name: 961, dtype: float64"
7,"0    0.0
Name: 134, dtype: float64"
8,1.0
9,"0    0.0
Name: 552, dtype: float64"
10,"0    0.0
Name: 1149, dtype: float64"
11,"0    0.0
Name: 1073, dtype: float64"
12,1.0
13,"0    0.0
Name: 498, dtype: float64"
14,"0    0.0
Name: 989, dtype: float64"
15,"0    0.0
Name: 1280, dtype: float64"
16,"0    0.0
Name: 406, dtype: float64"
17,1.0
18,"0    0.0
Name: 741, dtype: float64"
19,"0    0.0
Name: 108, dtype: float64"
20,"0    0.0
Name: 288, dtype: float64"
21,1.0
22,"0    0.0
Name: 328, dtype: float64"
23,1.0
24,1.0
25,1.0
26,1.0
27,"0    0.0
Name: 635, dtype: float64"
28,"0    0.0
Name: 1228, dtype: float64"
29,1.0
30,1.0
31,"0    0.0
Name: 84, dtype: float64"
32,"0    0.0
Name: 608, dtype: float64"
33,1.0
34,"0    0.0
Name: 268, dtype: float64"
35,"0    0.0
Name: 876, dtype: float64"
36,1.0
37,"0    0.0
Name: 790, dtype: float64"
38,1.0
39,1.0
40,1.0
41,"0    0.0
Name: 1043, dtype: float64"
42,"0    0.0
Name: 60, dtype: float64"
43,"0    0.0
Name: 379, dtype: float64"
44,"0    1.0
Name: 720, dtype: float64"
45,"0    0.0
Name: 691, dtype: float64"
46,"0    0.0
Name: 247, dtype: float64"
47,"0    0.0
Name: 308, dtype: float64"
48,"0    0.0
Name: 833, dtype: float64"
49,1.0
50,1.0
51,1.0
52,"0    0.0
Name: 811, dtype: float64"
53,"0    0.0
Name: 904, dtype: float64"
54,1.0
55,"0    0.0
Name: 853, dtype: float64"
56,"0    0.0
Name: 1303, dtype: float64"
57,"0    0.0
Name: 1119, dtype: float64"
58,"0    0.0
Name: 180, dtype: float64"
59,"0    0.0
Name: 1097, dtype: float64"
60,"0    0.0
Name: 454, dtype: float64"
61,1.0
62,"0    0.0
Name: 661, dtype: float64"
63,1.0
64,"0    0.0
Name: 1257, dtype: float64"
65,"0    0.0
Name: 36, dtype: float64"
66,"0    0.0
Name: 160, dtype: float64"
67,1.0
68,"0    0.0
Name: 1327, dtype: float64"
69,"0    0.0
Name: 223, dtype: float64"
70,1.0
71,"0    0.0
Name: 1017, dtype: float64"
72,1.0
73,"0    0.0
Name: 1175, dtype: float64"
74,"0    0.0
Name: 525, dtype: float64"
75,1.0
76,1.0
77,1.0
78,"0    0.0
Name: 581, dtype: float64"
79,"0    0.0
Name: 767, dtype: float64"
80,"0    0.0
Name: 475, dtype: float64"
81,"0    0.0
Name: 1202, dtype: float64"
82,1.0
83,1.0
