,0
0,"0    0.0
Name: 1427, dtype: float64"
1,1.0
2,1.0
3,"0    0.0
Name: 631, dtype: float64"
4,1.0
5,"0    0.0
Name: 769, dtype: float64"
6,"0    0.0
Name: 697, dtype: float64"
7,"0    0.0
Name: 121, dtype: float64"
8,"0    0.0
Name: 216, dtype: float64"
9,1.0
10,"0    0.0
Name: 895, dtype: float64"
11,1.0
12,"0    0.0
Name: 487, dtype: float64"
13,"0    0.0
Name: 437, dtype: float64"
14,"0    0.0
Name: 1565, dtype: float64"
15,1.0
16,"0    1.0
Name: 1450, dtype: float64"
17,1.0
18,"0    0.0
Name: 604, dtype: float64"
19,1.0
20,"0    0.0
Name: 388, dtype: float64"
21,"0    0.0
Name: 1265, dtype: float64"
22,1.0
23,"0    0.0
Name: 516, dtype: float64"
24,1.0
25,"0    0.0
Name: 1295, dtype: float64"
26,"0    0.0
Name: 924, dtype: float64"
27,1.0
28,"0    0.0
Name: 1177, dtype: float64"
29,"0    0.0
Name: 1235, dtype: float64"
30,"0    0.0
Name: 1521, dtype: float64"
31,1.0
32,1.0
33,1.0
34,"0    0.0
Name: 749, dtype: float64"
35,"0    0.0
Name: 965, dtype: float64"
36,"0    0.0
Name: 16, dtype: float64"
37,1.0
38,1.0
39,1.0
40,"0    0.0
Name: 1020, dtype: float64"
41,"0    0.0
Name: 308, dtype: float64"
42,1.0
43,"0    0.0
Name: 1154, dtype: float64"
44,"0    0.0
Name: 1399, dtype: float64"
45,"0    0.0
Name: 1351, dtype: float64"
46,"0    0.0
Name: 1107, dtype: float64"
47,"0    0.0
Name: 995, dtype: float64"
48,1.0
49,"0    0.0
Name: 1374, dtype: float64"
50,"0    0.0
Name: 675, dtype: float64"
51,"0    0.0
Name: 1324, dtype: float64"
52,1.0
53,"0    0.0
Name: 842, dtype: float64"
54,"0    0.0
Name: 71, dtype: float64"
55,1.0
56,1.0
57,1.0
58,1.0
59,1.0
60,"0    0.0
Name: 793, dtype: float64"
61,"0    0.0
Name: 819, dtype: float64"
62,"0    1.0
Name: 465, dtype: float64"
63,1.0
64,"0    0.0
Name: 559, dtype: float64"
65,"0    0.0
Name: 1543, dtype: float64"
66,"0    0.0
Name: 169, dtype: float64"
67,"0    0.0
Name: 334, dtype: float64"
68,"0    0.0
Name: 1498, dtype: float64"
69,"0    0.0
Name: 870, dtype: float64"
70,"0    0.0
Name: 262, dtype: float64"
71,"0    0.0
Name: 189, dtype: float64"
72,1.0
73,"0    0.0
Name: 99, dtype: float64"
74,1.0
75,"0    0.0
Name: 1085, dtype: float64"
76,"0    0.0
Name: 726, dtype: float64"
77,"0    0.0
Name: 653, dtype: float64"
78,1.0
79,"0    0.0
Name: 359, dtype: float64"
80,"0    0.0
Name: 242, dtype: float64"
81,"0    0.0
Name: 287, dtype: float64"
82,1.0
83,"0    1.0
Name: 147, dtype: float64"
84,1.0
85,"0    0.0
Name: 583, dtype: float64"
86,"0    0.0
Name: 42, dtype: float64"
87,"0    0.0
Name: 412, dtype: float64"
88,"0    0.0
Name: 944, dtype: float64"
89,"0    0.0
Name: 1475, dtype: float64"
90,"0    0.0
Name: 1063, dtype: float64"
91,1.0
92,"0    0.0
Name: 1207, dtype: float64"
93,"0    0.0
Name: 1128, dtype: float64"
94,"0    0.0
Name: 539, dtype: float64"
95,"0    0.0
Name: 1040, dtype: float64"
