,0
0,"0    0.0
Name: 960, dtype: float64"
1,1.0
2,"0    0.0
Name: 300, dtype: float64"
3,"0    0.0
Name: 39, dtype: float64"
4,"0    0.0
Name: 1062, dtype: float64"
5,"0    0.0
Name: 64, dtype: float64"
6,"0    0.0
Name: 84, dtype: float64"
7,1.0
8,"0    0.0
Name: 587, dtype: float64"
9,1.0
10,1.0
11,"0    0.0
Name: 1036, dtype: float64"
12,"0    0.0
Name: 474, dtype: float64"
13,"0    0.0
Name: 407, dtype: float64"
14,1.0
15,"0    0.0
Name: 1544, dtype: float64"
16,"0    0.0
Name: 559, dtype: float64"
17,"0    0.0
Name: 838, dtype: float64"
18,1.0
19,"0    0.0
Name: 1006, dtype: float64"
20,1.0
21,"0    0.0
Name: 1589, dtype: float64"
22,1.0
23,1.0
24,"0    0.0
Name: 635, dtype: float64"
25,1.0
26,1.0
27,"0    0.0
Name: 1200, dtype: float64"
28,"0    0.0
Name: 104, dtype: float64"
29,"0    0.0
Name: 228, dtype: float64"
30,"0    0.0
Name: 154, dtype: float64"
31,"0    0.0
Name: 129, dtype: float64"
32,"0    0.0
Name: 1420, dtype: float64"
33,"0    1.0
Name: 1256, dtype: float64"
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,"0    0.0
Name: 1611, dtype: float64"
42,"0    0.0
Name: 1229, dtype: float64"
43,"0    0.0
Name: 1396, dtype: float64"
44,"0    0.0
Name: 782, dtype: float64"
45,"0    0.0
Name: 1128, dtype: float64"
46,"0    0.0
Name: 351, dtype: float64"
47,"0    1.0
Name: 250, dtype: float64"
48,"0    0.0
Name: 1565, dtype: float64"
49,"0    0.0
Name: 377, dtype: float64"
50,1.0
51,1.0
52,"0    0.0
Name: 912, dtype: float64"
53,"0    0.0
Name: 1450, dtype: float64"
54,"0    0.0
Name: 16, dtype: float64"
55,"0    0.0
Name: 1471, dtype: float64"
56,"0    0.0
Name: 713, dtype: float64"
57,1.0
58,1.0
59,"0    0.0
Name: 429, dtype: float64"
60,1.0
61,"0    0.0
Name: 937, dtype: float64"
62,1.0
63,"0    0.0
Name: 809, dtype: float64"
64,"0    0.0
Name: 206, dtype: float64"
65,"0    0.0
Name: 888, dtype: float64"
66,1.0
67,"0    0.0
Name: 1300, dtype: float64"
68,"0    0.0
Name: 529, dtype: float64"
69,"0    0.0
Name: 1104, dtype: float64"
70,"0    0.0
Name: 1371, dtype: float64"
71,"0    0.0
Name: 684, dtype: float64"
72,"0    0.0
Name: 1084, dtype: float64"
73,"0    0.0
Name: 860, dtype: float64"
74,1.0
75,"0    0.0
Name: 453, dtype: float64"
76,"0    0.0
Name: 657, dtype: float64"
77,1.0
78,1.0
79,"0    0.0
Name: 183, dtype: float64"
80,"0    0.0
Name: 499, dtype: float64"
81,"0    0.0
Name: 1635, dtype: float64"
82,"0    0.0
Name: 762, dtype: float64"
83,1.0
84,"0    0.0
Name: 328, dtype: float64"
85,"0    0.0
Name: 1174, dtype: float64"
86,"0    0.0
Name: 1280, dtype: float64"
87,1.0
88,"0    0.0
Name: 1495, dtype: float64"
89,"0    0.0
Name: 736, dtype: float64"
90,"0    0.0
Name: 1349, dtype: float64"
91,"0    0.0
Name: 1520, dtype: float64"
92,"0    0.0
Name: 984, dtype: float64"
93,1.0
94,1.0
95,1.0
96,"0    0.0
Name: 613, dtype: float64"
97,"0    0.0
Name: 1152, dtype: float64"
98,"0    0.0
Name: 1329, dtype: float64"
99,"0    0.0
Name: 272, dtype: float64"
100,1.0
