,0
0,"0    0.0
Name: 1416, dtype: float64"
1,"0    0.0
Name: 356, dtype: float64"
2,1.0
3,1.0
4,1.0
5,1.0
6,"0    0.0
Name: 379, dtype: float64"
7,"0    0.0
Name: 1320, dtype: float64"
8,"0    0.0
Name: 16, dtype: float64"
9,"0    0.0
Name: 240, dtype: float64"
10,1.0
11,"0    0.0
Name: 591, dtype: float64"
12,1.0
13,"0    0.0
Name: 1524, dtype: float64"
14,"0    0.0
Name: 930, dtype: float64"
15,1.0
16,"0    0.0
Name: 677, dtype: float64"
17,"0    0.0
Name: 1144, dtype: float64"
18,1.0
19,"0    0.0
Name: 698, dtype: float64"
20,"0    0.0
Name: 723, dtype: float64"
21,1.0
22,"0    0.0
Name: 536, dtype: float64"
23,"0    0.0
Name: 88, dtype: float64"
24,1.0
25,"0    0.0
Name: 1495, dtype: float64"
26,"0    0.0
Name: 1345, dtype: float64"
27,"0    0.0
Name: 1469, dtype: float64"
28,"0    0.0
Name: 1097, dtype: float64"
29,1.0
30,1.0
31,1.0
32,1.0
33,"0    0.0
Name: 1238, dtype: float64"
34,1.0
35,1.0
36,"0    1.0
Name: 795, dtype: float64"
37,1.0
38,"0    0.0
Name: 1166, dtype: float64"
39,"0    0.0
Name: 751, dtype: float64"
40,"0    0.0
Name: 457, dtype: float64"
41,"0    0.0
Name: 564, dtype: float64"
42,1.0
43,"0    0.0
Name: 114, dtype: float64"
44,"0    0.0
Name: 1390, dtype: float64"
45,1.0
46,"0    0.0
Name: 650, dtype: float64"
47,1.0
48,1.0
49,"0    0.0
Name: 906, dtype: float64"
50,"0    0.0
Name: 1000, dtype: float64"
51,"0    0.0
Name: 434, dtype: float64"
52,"0    0.0
Name: 333, dtype: float64"
53,1.0
54,"0    1.0
Name: 313, dtype: float64"
55,"0    0.0
Name: 189, dtype: float64"
56,"0    0.0
Name: 487, dtype: float64"
57,"0    0.0
Name: 850, dtype: float64"
58,1.0
59,1.0
60,"0    0.0
Name: 39, dtype: float64"
61,1.0
62,"0    0.0
Name: 265, dtype: float64"
63,"0    0.0
Name: 621, dtype: float64"
64,"0    0.0
Name: 1192, dtype: float64"
65,"0    0.0
Name: 1118, dtype: float64"
66,"0    0.0
Name: 1076, dtype: float64"
67,"0    0.0
Name: 409, dtype: float64"
68,"0    0.0
Name: 143, dtype: float64"
69,"0    0.0
Name: 1445, dtype: float64"
70,"0    0.0
Name: 1547, dtype: float64"
71,1.0
72,"0    0.0
Name: 219, dtype: float64"
73,"0    0.0
Name: 772, dtype: float64"
74,"0    0.0
Name: 286, dtype: float64"
75,1.0
76,"0    0.0
Name: 165, dtype: float64"
77,1.0
78,"0    0.0
Name: 1292, dtype: float64"
79,"0    0.0
Name: 955, dtype: float64"
80,"0    0.0
Name: 878, dtype: float64"
81,1.0
82,"0    0.0
Name: 514, dtype: float64"
83,1.0
84,"0    0.0
Name: 824, dtype: float64"
85,"0    0.0
Name: 977, dtype: float64"
86,"0    0.0
Name: 1027, dtype: float64"
87,"0    0.0
Name: 1365, dtype: float64"
88,1.0
89,1.0
90,1.0
91,"0    0.0
Name: 60, dtype: float64"
92,1.0
93,"0    0.0
Name: 1053, dtype: float64"
94,"0    0.0
Name: 1266, dtype: float64"
95,1.0
96,"0    0.0
Name: 1212, dtype: float64"
