,0
0,"0    0.0
Name: 1328, dtype: float64"
1,1.0
2,1.0
3,"0    0.0
Name: 2066, dtype: float64"
4,"0    0.0
Name: 1214, dtype: float64"
5,"0    0.0
Name: 331, dtype: float64"
6,"0    0.0
Name: 229, dtype: float64"
7,1.0
8,"0    0.0
Name: 1617, dtype: float64"
9,"0    0.0
Name: 767, dtype: float64"
10,1.0
11,"0    0.0
Name: 1143, dtype: float64"
12,"0    0.0
Name: 12, dtype: float64"
13,"0    0.0
Name: 1944, dtype: float64"
14,1.0
15,1.0
16,1.0
17,1.0
18,"0    0.0
Name: 185, dtype: float64"
19,"0    0.0
Name: 1713, dtype: float64"
20,"0    0.0
Name: 1464, dtype: float64"
21,"0    1.0
Name: 1263, dtype: float64"
22,1.0
23,"0    0.0
Name: 1761, dtype: float64"
24,"0    0.0
Name: 86, dtype: float64"
25,"0    1.0
Name: 1998, dtype: float64"
26,"0    0.0
Name: 1869, dtype: float64"
27,"0    0.0
Name: 973, dtype: float64"
28,"0    0.0
Name: 1071, dtype: float64"
29,"0    0.0
Name: 1589, dtype: float64"
30,"0    1.0
Name: 1839, dtype: float64"
31,1.0
32,"0    0.0
Name: 619, dtype: float64"
33,"0    0.0
Name: 669, dtype: float64"
34,"0    0.0
Name: 2248, dtype: float64"
35,"0    0.0
Name: 841, dtype: float64"
36,"0    0.0
Name: 379, dtype: float64"
37,1.0
38,"0    0.0
Name: 115, dtype: float64"
39,1.0
40,1.0
41,1.0
42,1.0
43,"0    0.0
Name: 2021, dtype: float64"
44,1.0
45,"0    0.0
Name: 136, dtype: float64"
46,1.0
47,1.0
48,1.0
49,"0    0.0
Name: 923, dtype: float64"
50,"0    0.0
Name: 1171, dtype: float64"
51,1.0
52,1.0
53,"0    0.0
Name: 2160, dtype: float64"
54,1.0
55,1.0
56,1.0
57,"0    0.0
Name: 520, dtype: float64"
58,1.0
59,"0    0.0
Name: 429, dtype: float64"
60,1.0
61,1.0
62,1.0
63,1.0
64,"0    0.0
Name: 500, dtype: float64"
65,"0    0.0
Name: 475, dtype: float64"
66,"0    0.0
Name: 2137, dtype: float64"
67,"0    0.0
Name: 949, dtype: float64"
68,1.0
69,"0    1.0
Name: 1664, dtype: float64"
70,"0    0.0
Name: 567, dtype: float64"
71,"0    0.0
Name: 596, dtype: float64"
72,1.0
73,"0    0.0
Name: 1536, dtype: float64"
74,1.0
75,"0    0.0
Name: 454, dtype: float64"
76,"0    0.0
Name: 352, dtype: float64"
77,1.0
78,"0    0.0
Name: 1243, dtype: float64"
79,"0    0.0
Name: 288, dtype: float64"
80,"0    0.0
Name: 33, dtype: float64"
81,1.0
82,"0    0.0
Name: 402, dtype: float64"
83,"0    0.0
Name: 2182, dtype: float64"
84,"0    0.0
Name: 2270, dtype: float64"
85,1.0
86,"0    0.0
Name: 696, dtype: float64"
87,"0    0.0
Name: 745, dtype: float64"
88,1.0
89,1.0
90,"0    0.0
Name: 209, dtype: float64"
91,"0    0.0
Name: 1437, dtype: float64"
92,1.0
93,"0    0.0
Name: 1388, dtype: float64"
94,1.0
95,"0    0.0
Name: 164, dtype: float64"
96,"0    0.0
Name: 546, dtype: float64"
97,1.0
98,1.0
99,"0    0.0
Name: 718, dtype: float64"
100,1.0
101,1.0
102,1.0
103,1.0
104,1.0
105,"0    0.0
Name: 1358, dtype: float64"
106,1.0
107,"0    0.0
Name: 1969, dtype: float64"
108,"0    0.0
Name: 1048, dtype: float64"
109,"0    0.0
Name: 794, dtype: float64"
110,"0    0.0
Name: 1192, dtype: float64"
111,"0    0.0
Name: 648, dtype: float64"
112,1.0
113,1.0
114,"0    1.0
Name: 1814, dtype: float64"
115,1.0
116,1.0
117,"0    0.0
Name: 62, dtype: float64"
118,1.0
119,"0    0.0
Name: 2046, dtype: float64"
120,1.0
121,"0    0.0
Name: 821, dtype: float64"
122,1.0
123,1.0
124,1.0
125,"0    0.0
Name: 1898, dtype: float64"
126,1.0
127,"0    0.0
Name: 1563, dtype: float64"
128,1.0
129,"0    0.0
Name: 1002, dtype: float64"
130,"0    0.0
Name: 1415, dtype: float64"
131,"0    0.0
Name: 900, dtype: float64"
132,"0    0.0
Name: 1121, dtype: float64"
133,1.0
134,1.0
135,1.0
136,"0    0.0
Name: 2225, dtype: float64"
137,1.0
138,1.0
139,"0    0.0
Name: 2088, dtype: float64"
140,"0    0.0
Name: 870, dtype: float64"
141,"0    0.0
Name: 2114, dtype: float64"
142,"0    0.0
Name: 258, dtype: float64"
143,"0    0.0
Name: 2203, dtype: float64"
144,1.0
145,1.0
146,"0    0.0
Name: 1514, dtype: float64"
147,"0    0.0
Name: 1738, dtype: float64"
148,"0    0.0
Name: 1028, dtype: float64"
149,"0    0.0
Name: 309, dtype: float64"
150,1.0
151,1.0
152,"0    1.0
Name: 1686, dtype: float64"
153,"0    0.0
Name: 1922, dtype: float64"
154,1.0
155,"0    0.0
Name: 1639, dtype: float64"
156,"0    0.0
Name: 1489, dtype: float64"
157,"0    0.0
Name: 1284, dtype: float64"
158,"0    0.0
Name: 1093, dtype: float64"
159,"0    0.0
Name: 1789, dtype: float64"
160,"0    0.0
Name: 1305, dtype: float64"
