,0
0,"0    0.0
Name: 1160, dtype: float64"
1,1.0
2,1.0
3,"0    0.0
Name: 666, dtype: float64"
4,"0    0.0
Name: 111, dtype: float64"
5,"0    0.0
Name: 847, dtype: float64"
6,"0    0.0
Name: 1259, dtype: float64"
7,"0    0.0
Name: 466, dtype: float64"
8,1.0
9,"0    0.0
Name: 2096, dtype: float64"
10,"0    0.0
Name: 593, dtype: float64"
11,1.0
12,"0    0.0
Name: 2283, dtype: float64"
13,"0    0.0
Name: 696, dtype: float64"
14,1.0
15,1.0
16,"0    0.0
Name: 16, dtype: float64"
17,1.0
18,"0    1.0
Name: 1733, dtype: float64"
19,1.0
20,"0    0.0
Name: 2123, dtype: float64"
21,"0    0.0
Name: 1332, dtype: float64"
22,"0    0.0
Name: 36, dtype: float64"
23,"0    0.0
Name: 1437, dtype: float64"
24,1.0
25,"0    0.0
Name: 922, dtype: float64"
26,"0    0.0
Name: 1303, dtype: float64"
27,"0    0.0
Name: 1187, dtype: float64"
28,"0    0.0
Name: 1684, dtype: float64"
29,1.0
30,"0    0.0
Name: 1585, dtype: float64"
31,"0    0.0
Name: 1040, dtype: float64"
32,"0    0.0
Name: 740, dtype: float64"
33,"0    0.0
Name: 235, dtype: float64"
34,1.0
35,"0    0.0
Name: 1514, dtype: float64"
36,1.0
37,"0    0.0
Name: 2190, dtype: float64"
38,"0    0.0
Name: 1834, dtype: float64"
39,"0    0.0
Name: 441, dtype: float64"
40,1.0
41,1.0
42,"0    0.0
Name: 90, dtype: float64"
43,"0    0.0
Name: 2144, dtype: float64"
44,"0    0.0
Name: 1708, dtype: float64"
45,1.0
46,"0    0.0
Name: 2006, dtype: float64"
47,"0    0.0
Name: 877, dtype: float64"
48,"0    0.0
Name: 1534, dtype: float64"
49,"0    0.0
Name: 1913, dtype: float64"
50,1.0
51,"0    0.0
Name: 1856, dtype: float64"
52,"0    0.0
Name: 2165, dtype: float64"
53,1.0
54,"0    0.0
Name: 1884, dtype: float64"
55,"0    0.0
Name: 899, dtype: float64"
56,"0    0.0
Name: 641, dtype: float64"
57,1.0
58,1.0
59,"0    0.0
Name: 2071, dtype: float64"
60,"0    0.0
Name: 795, dtype: float64"
61,1.0
62,1.0
63,1.0
64,"0    0.0
Name: 1558, dtype: float64"
65,"0    0.0
Name: 2332, dtype: float64"
66,"0    0.0
Name: 1934, dtype: float64"
67,1.0
68,"0    0.0
Name: 2258, dtype: float64"
69,"0    0.0
Name: 519, dtype: float64"
70,"0    0.0
Name: 1459, dtype: float64"
71,"0    0.0
Name: 1629, dtype: float64"
72,1.0
73,1.0
74,1.0
75,"0    0.0
Name: 1783, dtype: float64"
76,1.0
77,"0    0.0
Name: 1065, dtype: float64"
78,"0    0.0
Name: 770, dtype: float64"
79,1.0
80,"0    0.0
Name: 1016, dtype: float64"
81,"0    0.0
Name: 619, dtype: float64"
82,"0    0.0
Name: 192, dtype: float64"
83,"0    0.0
Name: 490, dtype: float64"
84,1.0
85,"0    0.0
Name: 292, dtype: float64"
86,"0    0.0
Name: 1978, dtype: float64"
87,1.0
88,1.0
89,"0    0.0
Name: 1384, dtype: float64"
90,1.0
91,1.0
92,"0    0.0
Name: 541, dtype: float64"
93,"0    0.0
Name: 367, dtype: float64"
94,1.0
95,"0    0.0
Name: 1229, dtype: float64"
96,"0    0.0
Name: 1605, dtype: float64"
97,"0    0.0
Name: 1488, dtype: float64"
98,1.0
99,"0    0.0
Name: 2238, dtype: float64"
100,"0    0.0
Name: 1209, dtype: float64"
101,1.0
102,1.0
103,"0    0.0
Name: 2050, dtype: float64"
104,"0    1.0
Name: 1955, dtype: float64"
105,"0    0.0
Name: 165, dtype: float64"
106,1.0
107,1.0
108,"0    0.0
Name: 2029, dtype: float64"
109,1.0
110,"0    0.0
Name: 213, dtype: float64"
111,"0    0.0
Name: 716, dtype: float64"
112,"0    0.0
Name: 1657, dtype: float64"
113,"0    0.0
Name: 2311, dtype: float64"
114,1.0
115,"0    0.0
Name: 991, dtype: float64"
116,"0    0.0
Name: 411, dtype: float64"
117,1.0
118,1.0
119,1.0
120,1.0
121,1.0
122,"0    0.0
Name: 1361, dtype: float64"
123,"0    0.0
Name: 318, dtype: float64"
124,1.0
125,1.0
126,"0    0.0
Name: 825, dtype: float64"
127,"0    0.0
Name: 943, dtype: float64"
128,"0    0.0
Name: 1088, dtype: float64"
129,"0    0.0
Name: 1409, dtype: float64"
130,"0    0.0
Name: 1281, dtype: float64"
131,1.0
132,"0    0.0
Name: 563, dtype: float64"
133,"0    0.0
Name: 262, dtype: float64"
134,"0    0.0
Name: 968, dtype: float64"
135,"0    0.0
Name: 1754, dtype: float64"
136,1.0
137,1.0
138,1.0
139,1.0
140,1.0
141,1.0
142,"0    0.0
Name: 346, dtype: float64"
143,"0    0.0
Name: 2215, dtype: float64"
144,"0    0.0
Name: 1136, dtype: float64"
145,"0    0.0
Name: 1809, dtype: float64"
146,"0    0.0
Name: 62, dtype: float64"
147,1.0
148,"0    0.0
Name: 140, dtype: float64"
149,"0    0.0
Name: 1109, dtype: float64"
150,1.0
151,1.0
152,"0    0.0
Name: 391, dtype: float64"
153,1.0
154,1.0
155,1.0
156,1.0
